AD338,Artistic Growth of Adolescents and Adults
AD347A,Survey of 20th Century Art: 1900 to 1945
AD347B,Survey of 20th Century Art: 1945 to the Present
AD347C,Contemporary Art
AD348,Art for Classroom Teachers
AD350,Ancient Artistic Practices
AD352,Typography II
AD353,From Frida Kahlo to Chicano Art: Modern and Contemporary Latin American Art
AD354,Golden Age of Spain & Colonial Latin America
AD355,Seventeenth-Century Art
AD357,Nineteenth-Century Art
AD358,Art of Small Scale Cultures
AD360A,Foundations of Photography
AD360B,Analog Photography
AD360C,Intermediate Photography
AD360D,History of Photography
AD363,Product Development
AD368,Pre-Columbian Art
AD372A,Graphic Design I
AD372B,Graphic Design I
AD383,Practicum in Industrial Design
AD388,Study Abroad
AD389,BFA Seminar
AD400A,Advanced 2D Studio - Drawing
AD400B,Advanced 2D Studio - Drawing
AD400C,Advanced 2D Studio - Drawing - Senior Thesis
AD401A,Advanced 2D Studio - Painting
AD401B,Advanced 2D Studio - Painting
AD401C,Advanced 2D Studio - Painting - Senior Thesis
AD402A,Advanced Printmaking I
AD402B,Advanced Printmaking I
AD402C,Advanced Printmaking I-Senior Thesis
AD403A,Advanced Sculpture I
AD403B,Advanced Sculpture I
AD403C,Advanced Sculpture I-Senior Thesis
AD404A,Advanced Ceramics I
AD404B,Advanced Ceramics II
AD404C,Advanced Ceramics III-Senior Thesis
AD405A,Advanced Metals I
AD405B,Advanced Metals I
AD405C,Advanced Metalsmithing-Senior Thesis
AD414A,Advanced Glass A
AD414B,Advanced Glass B
AD414C,Advanced Glass I-Senior Thesis
AD423,Industrial Design Research and Professional Practice
AD424,Ceramic Design
AD432,Modeling and Visualization
AD433,Understanding & Working with Wood
AD442,Moving Image Art
AD451,CAD & S.A.M. Lab
AD452,Graphic Design II
AD459,Internship
AD460A,Lighting for Photography
AD460B,Applied Photography 1
AD460C,Applied Photography 2
AD460D,Contemporary Photographic Criticism and Practice
AD460E,Experimental Photographic Techniques
AD460F,Topics in Photography
AD460G,Intermediate Topics in Photography
AD460H,Advanced Topics in Photography
AD472,Graphic Design III
AD488A,Pre-Art Therapy Practicum A
AD488B,Pre-Art Therapy Practicum B
AD489A,Senior Thesis-Industrial Design
AD489B,Senior Thesis-Art History
AD489C,Senior Thesis
AD489D,Senior Thesis-Communication Design
AD489E,Photography Portfolio
AD497A,Research Seminar in Art History-Ancient or Medieval Art
AD497B,Research Seminar in Art History-Early Modern Art (1400-1800)
AD497C,Research Seminar in Art History-Modern and Contemporary Art
AD497D,Research Seminar in Art History-Selected Topics
AD499,Individual Problems
AF101,Foundations of Inquiry: Aviation Management and Flight
AF199,Intermediate Flight/Program Transition
AF200,Primary Flight Theory
AF201A,Primary Flight I
AF201B,Primary Flight II
AF202,Flight - Basic and Intermediate Theory
AF203,Flight - Basic
AF204,Flight - Intermediate
AF205,Flight - Instrument Theory
AF206A,Flight-Instrument I
AF206B,Flight-Instrument II
AF207A,Flight Advanced
AF207B,Flight Multi-Engine Operations
AF210,Human Factors for Aviators
AF211,Aviation Weather
AF220,Practicum in Air Carrier Operations
AF260,Reciprocation and Jet Airplane Systems
AF299,Aviation Flight Continuing Enrollment
AF300A,Flight-Instructor I (Airplane)
AF300B,Flight-Instructor II (Airplane)
AF301,Flight-Instructor (Airplane-Multi-Engine)
AF302,Flight-Instructor (Airplane Instrument)
AF303,Flight Instructor Ground School
AF305,Airline and Turbine Aircraft Operations
AF306,Introduction to Technically Advanced Aircraft Operations
AF311,Aviation Weather II
AFR109,Introduction to Black America
AFR135,The Third World: The African Model
AFR209,Critical Issues in the Black American Experience
AFR215,Black American Experience in a Pluralistic Society
AFR225,Social Change in Africa
AFR227,History of African American Art
AFR230,Introduction to Black Sociology
AFR257,Black American Studies Choir
AFR303I,"Women, Blues & Literature"
AFR310A,Peoples and Cultures of Africa
AFR311A,Black American History
AFR311B,Black American History Since 1865
AFR314A,History of Africa to 1800
AFR314B,Africa Since 1800
AFR315,African Arts Traditional and Contemporary
AFR320,Leaders of the Black World
AFR325,Black American Writers
AFR326,African American Politics
AFR330,Black American Social Problems
AFR332,Black Americans and Law
AFR333,The Black Family
AFR334,Psychology of African/African American Experience
AFR339,Black Americans and the Correctional Process
AFR351,African-Atlantic Spirituality
AFR355,The Black American Novel Since Native Son
AFR355A,"Survey of African American Literature, Part 1"
AFR355B,"Survey of African American Literature, Part 2"
AFR357,Blacks in the Performing Arts
AFR360,Race and History in the United States
AFR375,Topics in Africana Aesthetics
AFR388,The World Wars in Africa
AFR399,Independent Study in Black American Studies
AFR401,Atlantic History
AFR410H,African Expressive Culture
AFR413,African Film
AFR416,Black Feminist Thought as Theory and Praxis
AFR420,Themes in Africana Drama
AFR430,Black Political Socialization
AFR447,Communicating Race and Ethnicity
AFR452A,Traditions of Uppity Women's Blues
AFR452B,Blues and Boogie Woogie Piano Styles
AFR460,Slavery and The Old South
AFR461,Black Americans on the Western Frontier
AFR465,Governments and Politics of Sub-Saharan Africa
AFR472,Psychology of Race and Racism
AFR473,Comparative Slavery
AFR475,Education and Black America
AFR478,"Southern Africa, 1650-1994"
AFR491,Independent Readings in Africana Studies
AFR494,Methodology Seminar in Africana Studies
AFR495,African Cultural Continuities: Study Abroad
AFR496,Slave Narratives
AFR497,The U.S. Civil Rights Movement
AFR499,Special Topics in Africana Studies
AFR499A,History of African American Philosophy
AFR499B,Philosophy of Race
AFR499C,Topics in Africana Philosophy
AGRI101,"Introduction to Agriculture, Food, and Forestry"
AGRI110,Agriculture and Society
AGRI259,Technology in Agriculture
AGRI300I,Social Perspectives on Environmental Issues
AGRI323,Career Development in Agriculture
AGRI333,Agriculture and Forestry Environmental Problems
AGRI351,Ideas 2 Investigation (i2i) Project Development
AGRI388,International Studies in Agriculture
AGRI390,"Special Studies in Agriculture, Food & Forestry"
AGRI401,Fundamentals of Environmental Education
AGRI423,Environmental Interpretation
AGRI450,Farming Systems Research and Development
AGRI451,Ideas 2 Investigation (i2i) Research Project
AGRI481,International Agricultural Seminar
AGRI495,Instruction in Agricultural Sciences
AGSE110,Introduction to Agricultural Education
AGSE170,Introduction to Physical Principles in Agriculture
AGSE180,Introduction to Agricultural Communications
AGSE250,Pesticide Application
AGSE257,Work Experience
AGSE258,Past Work Experience
AGSE311A,Agricultural Education Programs
AGSE311B,Agricultural Education Classroom Methodology
AGSE314,Agricultural Information Programs
AGSE318,Computers in Agriculture
AGSE359,Intern Program
AGSE361,Introduction to Control Programming
AGSE364,Agricultural Leadership Development
AGSE370,Consumer and Commercial Power Equipment
AGSE371,Physics in Agriculture
AGSE372,Agricultural Machinery Systems Management
AGSE373,Precision Agricultural Equipment
AGSE375,Introduction to Agricultural Systems
AGSE380,Agricultural Communications Seminar
AGSE381,Agricultural Systems Professional Placement
AGSE384,Agricultural Construction Processes
AGSE388,International Studies
AGSE390,Special Studies in Agricultural Systems
AGSE391,Honors in Agricultural Systems
AGSE402A,Problems in Agricultural Education
AGSE402B,Problems in Agricultural Technologies
AGSE408,International Agriculture Production
AGSE411,SIUC Ag Journal
AGSE412,Methods of Agriculture Mechanization
AGSE414,Professional and Applied Methods in Agricultural Education
AGSE415,Beginning Teacher Seminar
AGSE416,Online Instruction and Award Programs in Agricultural Education
AGSE431,International Agricultural Systems
AGSE433,Introduction to Agricultural Biotechnology
AGSE438,Plant and Animal Molecular Genetics Laboratory
AGSE463,Agricultural Electrical Systems
AGSE472,Precision Agriculture
AGSE473,Agricultural Automation
AGSE476,Agricultural Safety and Health
AGSE483,Agricultural Processing Systems
AGSE488,Food Engineering Technology
AGSE495,Food and Pharmaceutical Packaging
AGSE497,Agricultural Operations Management
AGSE499,Agriculture Information for K-12th Grade Teachers
AH105,Medical Terminology
AH241,Introduction to Physiology and Human Anatomy
AH259,Occupational Education Credit
AH358,Work Experience Credit
AMS101,Introduction to the Army and Critical Thinking
AMS102,Adaptive Leadership and Professional Competence
AMS201,Leadership and Decision-Making
AMS202,Army Doctrine and Team Development
AMS203,Cadet Basic Course
AMS301,Training Management and the War-Fighting Functions
AMS302,Applied Leadership in Small Unit Operations
AMS358,Cadet Advanced Course
AMS401,The Army Officer
AMS402,Company Grade Leadership
AMS403,Independent Study in Military Science
AMS404,U.S. Military History
ANS112,Introduction to Horsemanship
ANS115,Introduction to Companion Animal Nutrition
ANS121,Introduction to Animal Science
ANS122,Livestock Production Laboratory
ANS123A,Livestock Practicum-Beef
ANS123B,Livestock Practicum-Dairy
ANS123C,Livestock Practicum-Horse
ANS123D,Livestock Practicum-Swine
ANS200,Companion Animal Care and Management
ANS210,Livestock Products & Processing
ANS211,"Animal Selection and Evaluation. Lifestock, Horses, Dairy."
ANS212,Intermediate Horsemanship
ANS215,Introduction to Nutrition
ANS219,Introductory Horse Management
ANS250,Human Values in Livestock Production
ANS309,Equine Evaluation and Performance
ANS312,Advanced Horsemanship
ANS314,Forages: An Introduction to Grassland Agriculture
ANS315,Feeds and Feeding
ANS316,Rations for Feeding Companion Animals
ANS319,Horse Handling and Horsemanship
ANS331,Growth and Developmental Physiology of Animals
ANS332,Animal Genetics
ANS333,Animal Genetics Laboratory
ANS337,Animal Health
ANS359,Intern Program
ANS365,Canine and Feline Nutrition
ANS380,Field Studies in Foreign and Domestic Animal Agriculture
ANS381,Animal Science Seminar
ANS390,Special Studies Animal Science
ANS409,Equine Science
ANS412,Horsemastership
ANS415,Advanced Animal Nutrition
ANS419,Stable Management
ANS420,Companion Animal Behavior-Animals at Work
ANS421,International Animal Production
ANS422,Nutritional Management of Zoo Animals
ANS425,Biochemical Aspects in Nutrition
ANS426,Comparative Endocrinology
ANS428,Nutritional Management of Zoo Animals
ANS429,Equine Enterprise Management
ANS430,Dairy Cattle Management
ANS431,Reproductive Physiology
ANS433,Introduction to Agricultural Biotechnology
ANS434,Physiology of Lactation
ANS435,Agricultural Molecular Biotechnology Seminar
ANS445,Companion Animal Clinical Nutrition
ANS455,Animal Nutrient Management
ANS465,Swine Management
ANS477,Aquaculture
ANS481,Current Topics in Companion Animal Nutrition
ANS485,Beef Cattle Management
ANS490,Horse Industry Internship
ANS495,Instruction in the Animal Sciences
ANTH104,The Human Experience-Anthropology
ANTH202,America's Diverse Cultures
ANTH204,Latino Cultures in America
ANTH205,Latin American Civilizations
ANTH208,Lost Cities and Buried Treasures
ANTH210,Survey of the Primates
ANTH220,The Amazing Life of Apes: Our Closest Living Relatives in Film and Research
ANTH231,Introduction to Forensic Anthropology
ANTH240A,Human Biology: An Introduction to Biological Anthropology
ANTH240B,Introduction to Anthropological Linguistics
ANTH240C,Introduction to Archaeology
ANTH240D,Introduction to Social-Cultural Anthropology
ANTH261,Issues in Popular Anthropology
ANTH301,Language in Culture and Society
ANTH304,Origins of Civilization
ANTH310A,Introduction to Peoples and Cultures-Africa
ANTH310D,Introduction to Peoples and Cultures of Europe
ANTH310H,Honors Peoples and Cultures
ANTH330,Biological Foundations of Human Behavior
ANTH340E,Introduction to the Archaeology of Ancient Egypt
ANTH370,Anthropology and Contemporary Human Problems
ANTH376,Independent Study in Classics Program
ANTH380,Study Abroad in Anthropology
ANTH405H,How to Do Anthropological Research
ANTH406,Introduction to Historical Linguistics
ANTH410B,Anthropology and Science Fiction
ANTH410D,Ethnomusicology: Theory and Method
ANTH410H,African Expressive Culture
ANTH410I,Identities: Global Studies in Culture and Power
ANTH410K,Ecological Anthropology
ANTH410L,Transcending Gender
ANTH410N,Anthropology of Popular Culture
ANTH410O,Colonialism and Post-Colonialism
ANTH410P,Ethics and Research
ANTH410Q,"Food, Symbol and Society"
ANTH410R,Anthropology of Science and Technology
ANTH410S,Ethnographic Research Methods
ANTH410T,"Anarchy, Power and Egalitarianism: Anthropological Perspectives"
ANTH410V,Visual Anthropology
ANTH412,Visual Anthropology as a Research Methodology
ANTH413,African Film
ANTH415,Sociolinguistics
ANTH416,Spanish in the U.S.A.
ANTH417,Language Contact
ANTH426,"Gender, Culture and Language"
ANTH430A,Archaeology of North America
ANTH430E,Archaeology of Ancient Egypt
ANTH434,Advanced Origins of Civilization
ANTH440A,The Fossil Evidence for Human Evolution
ANTH440C,Context of Human Evolution
ANTH441A,Laboratory Analysis in Archaeology: Ceramics
ANTH441C,Laboratory Analysis in Archaeology: Lithics
ANTH442,Working with Anthropological Collections
ANTH455B,Special Topics in Biological Anthropology
ANTH455C,Primate Behavior and Ecology
ANTH455D,Quantitative Methods
ANTH455H,Osteology
ANTH456,Forensic Taphonomy
ANTH460,Individual Study in Anthropology
ANTH465,Internship
ANTH470A,People and Cultures-Africa
ANTH470D,Peoples and Cultures of Europe
ANTH480,Senior Seminar
ANTH484,Internship: Curation of Archaeological Collections
ANTH485,Special Topics in Anthropology
ANTH495,Ethnographic Field School
ANTH496,Field School in Archaeology
ANTH497,Field School in Bioarchaeology
ANTH499,Honors Thesis
ARC121,Design Communication I
ARC122,Design Communication II
ARC199,Individual Study
ARC210,Construction Management and Operations: Introduction to the Profession
ARC213,Construction Estimating Fundamentals
ARC231,Architectural History I
ARC232,Architectural History II
ARC242,Building Technology I: Wood
ARC251,Design I: Concept
ARC252,Design II: Order
ARC258,Work Experience Credit
ARC259,Occupational Education Credit
ARC271,Computers in Architecture
ARC299,Individual Study
ARC310,Construction Management and Operations: Program Management
ARC314I,Expressions in Architecture
ARC319,Occupational Internship
ARC320,Architectural Cooperative Education
ARC341,Building Technology II: Masonry and Concrete
ARC342,Building Technology III: Steel
ARC350,Technical Career Subjects
ARC351,Design III: Context
ARC352,Design IV: Complexity
ARC353,Architectural Vertical Studio
ARC361,Structures I: Statics and Steel
ARC362,Structures II: Wood and Concrete
ARC381,Environmental Design I: Site Planning
ARC399,Individual Study
ARC401,"Design Leadership-Design Thinking, Creative Culture, Complex Problem-Solving, Innovative Processes"
ARC402,Urban Intelligence: Systems and Models
ARC410,Construction Management and Operations: Construction Safety Management
ARC411,"Construction Management and Operations: Time, Value and Risk Management"
ARC412,Sustainable Construction Management and Green Building
ARC413,Budget and Cost Management
ARC434,Preservation Summer
ARC444,Architectural Field Studies
ARC451,Urban Design and Community
ARC452,Design VI: Integration
ARC462,Structures III: Analysis and Lateral Forces
ARC470,Architectural Visualization
ARC481,Environmental Design II: Energy and Systems
ARC482,Environmental Design III: Lighting and Acoustics
ARC499,Individual Study
AS101,Heritage and Values I
AS101A,Leadership Laboratory
AS102,Heritage and Values II
AS102A,Leadership Laboratory
AS201,Team and Leadership Fundamentals I
AS201A,Leadership Laboratory
AS202,Team and Leadership Fundamentals II
AS202A,Leadership Laboratory
AS258,Aerospace Studies Work Experience
AS259,Aerospace Studies Occupational Education Training
AS301,Leading People and Effective Communication I
AS301A,Leadership Laboratory
AS302,Leading People and Effective Communication II
AS302A,Leadership Laboratory
AS401,National Security and Preparation for Active Duty I
AS401A,Leadership Laboratory
AS402,National Security and Preparation for Active Duty II
AS402A,Leadership Laboratory
AUT100,Automotive Laboratory Practices
AUT120,Automotive Electrical Principles
AUT150,Internal Combustion Engine Principles
AUT170,Automotive Powertrain Electronics
AUT180,Manual Drivetrains
AUT215,Automotive Braking Systems
AUT216,Automotive Suspension and Steering Systems
AUT240,Introduction to Engine Controls
AUT250,On Board Diagnostics and Emissions
AUT258,Work Experience
AUT259,Occupational Training
AUT280,Automotive Air Conditioning Systems
AUT299,Individual Study
AUT301,Automotive and Mobility Industry Ethics
AUT310,Automotive Technical Communications and Documentation
AUT320,Automotive Internship
AUT325,Automotive Fixed Operations Management
AUT330,Vehicle Stability and NVH
AUT335,Automotive Data Management
AUT340,Drivability and Emission Diagnostics
AUT345,"Vehicle Computing Solutions, Networking, and Security"
AUT350,Automotive Parts Center Management
AUT355,"Lighting, Convenience, and Safety Systems"
AUT358,Work Experience
AUT359,Education Credit
AUT360,Automotive Transmissions and Transaxles
AUT370,Automotive Introductory Welding and Fabrication
AUT380,Automotive Industry Process Improvement
AUT390,Network Systems and Vehicle Electronics
AUT410,Diagnostics and Problem Solving
AUT415,Automotive Dealership Variable Operations Management
AUT420,Automotive Industry Project
AUT430,Automotive Investigations
AUT435,Automotive Financial Management and Operations
AUT440,Diesel Engine Performance and Emissions
AUT445,Medium/Heavy Duty Commercial Vehicle Systems
AUT450,Hybrid and Electric Vehicle Technology
AUT455,Electric Vehicle Propulsion
AUT457,Vehicle Electrification Technology and Environmental Impact
AUT460,Automotive Dealership Operations in the Age of Mobility
AUT470,Autonomous and Intelligent Mobility System Technology
AUT475,Special Projects in Automotive Technology
AUT480,Alternative Fueled Vehicles
AUT485,Automotive Warranty Administration and Customer Relations
AUT490,Comprehensive Vehicle Diagnostics
AVM200,Introduction to Aviation Management
AVM258,Aviation Work Experience
AVM259,Aviation Occupational Education Credit
AVM298,Multicultural Applied Experience
AVM300,Introduction to Aviation Management Research
AVM301,Aviation Management Writing and Communication
AVM302,Current Aviation Management Practices and Processes
AVM304,Aviation Industry Regulation
AVM305,Aviation Industry Career Development
AVM320,Aviation Internship
AVM349,Readings in Aviation Management
AVM350,Aviation Career Subjects
AVM359,Occupational Credit
AVM360,"Air Traffic Control System, Procedures, and Rules"
AVM361,Basic Air Traffic Control
AVM362,Advanced Air Traffic Control
AVM370,Airport Planning
AVM372,Airport Management
AVM373,Airline Management
AVM374,General Aviation Operations
AVM376,Aviation Maintenance Management
AVM378,Aviation Security Regulations and Management
AVM401,Analysis of Issues in the Aviation Industry
AVM410,Legal Aspects of Aviation
AVM420,Aviation Safety Management
AVM430,Air Transport Labor Relations
AVM440,Fiscal Aspects of Aviation Management
AVM450,Management Problems in the Aviation Industry
AVM460,National Airspace System
AVM461,Aviation Product Support Management
AVT101,Applied Science
AVT110,Aircraft Structures
AVT111,Materials Processing
AVT112,Aircraft Electricity
AVT113,Federal Aviation Regulations
AVT116,Aircraft Instruments
AVT199,Individual Study
AVT203,Aircraft Aerodynamics
AVT204,Hydraulics (Aircraft)
AVT206,Metals Processing
AVT211,Reciprocating Powerplant
AVT212,"Carburetion, Lubrication, and Fuel"
AVT213,Ignition Systems
AVT214,Propellers
AVT258,Aviation-Technology Work Experience
AVT259,Aviation-Technology Occupational Education Credit
AVT301,Helicopter Theory and General Maintenance Practice
AVT302,Helicopter General Maintenance Laboratory
AVT303,Technical Evolution of Aviation
AVT304,Helicopter Power Train and Inspection
AVT305,Cabin Environment and Jet Transport Systems
AVT306,Helicopter Power Train Laboratory
AVT310,Aircraft Electrical Systems
AVT315,Powerplant Testing
AVT316,Jet Propulsion Powerplant
AVT317,Introduction to Aviation Electronics
AVT318,Aviation Electronics Control Systems
AVT319,Aviation Technologies Internship
AVT320,Aviation Technologies Cooperative Education
AVT321,Radio Theory and Practice
AVT327,Aircraft Communication
AVT329,Introduction to Avionics Systems
AVT338,Unmanned Aircraft Systems (UAS) Basic Electricity
AVT339,Electronics for Unmanned Aircraft Systems (UAS)
AVT340,Aircraft Inspection
AVT345,Powerplant Inspection
AVT350,Technical Subjects in Aviation Technologies
AVT358,Aviation Technologies Advanced Work Experience
AVT380,Aerospace Supply Chain Logistics
AVT390,Management Information Systems for Aerospace Applications
AVT405,Flight Management Systems
AVT410,Advanced Composites
AVT416,Advanced Propulsion Systems
AVT422,Aviation Radar Systems
AVT440,Unmanned Aircraft Systems
AVT441,"Unmanned Aircraft Systems (UAS) Guidance, Control and Stabilization"
AVT442,Unmanned Aircraft Systems (UAS) Application
AVT465,Digital Data Bussing and Electronic Flight Instrument Systems (EFIS)
AVT470,"Reliability, Maintainability, and Fault Prediction and Analysis"
AVT475,Aerospace Lean Manufacturing and Maintenance Practices
AVT478,Aircraft Business and Industry Financial Practices
AVT485,Aerospace Maintenance Shop Operations
AVT488,Advanced Aerospace Safety Procedures
BCHM350,Introduction to Biological Chemistry
BCHM351,Biochemistry Laboratory
BCHM396,Undergraduate Research
BCHM451A,Biochemistry
BCHM451B,Biochemistry
BCHM452,Advanced Biochemistry
BCHM453,Advanced Biochemistry Lab
BCHM456,Biophysical Chemistry
BCHM490,Undergraduate Research Participation
BCHM496,Research
BCHM496H,Honors Research
BCHM499H,Honors Thesis
BIOL202,Human Genetics and Human Health
BIOL211,Introductory Cell Biology and Genetics
BIOL212,Introductory Evolution and Ecology
BIOL213,Introductory Organismal Form and Function
BIOL304,Evolution
BIOL305,Principles of Genetics
BIOL306,Cell Biology
BIOL307,Principles of Ecology
BIOL409,Developmental Biology
BIOL415,History of Biology
BIOL450,Biomedical Genetics
BIOL485,Senior Seminar in Biomedical Science
BME101,Introduction to Biomedical Engineering
BME296,Introduction to Software Tools and Robotics
BME296L,Introduction to Software Tools and Robotics Lab
BME336,Biomechanics
BME337,Bioelectricity
BME338,Biomedical Measurements
BME338L,Biomedical Measurements Laboratory
BME351,Probability and Statistical Analysis for Engineers
BME355L,BME Signals and Systems Lab
BME356,Physiological Modeling and Control
BME356L,Physiological Modeling and Control Laboratory
BME417,Neuroengineering
BME418,Bioelectronics and Biosensors
BME419,Biomedical Microelectromechanical Systems
BME432,Introduction to Biomedical Imaging
BME435,Computational Methods in Biomedical Engineering
BME438,Medical Instrumentation: Application and Design
BME439,Diagnostic Ultrasound
BME470,Fundamentals of Neural Networks in Data Science
BME481,Design and Implementation of Vision System
BME485,Cellular and Molecular Biomechanics
BME495A,Biomedical Engineering Senior Design I
BME495B,Biomedical Engineering Senior Design II
BSAN352,Management Science
BSAN401,Business Intelligence
BSAN402,Data Science I
BSAN403,Data Science II
BSAN404,Artificial Intelligence in Business
BSAN405,Machine Learning in Business
BSAN406,Information Visualization
BSAN407,Ethics of Analytics
BSAN420,Analytics of Project Management
BSAN421,Information Systems Analysis and Design
BSAN462,Working Capital Management
BSAN463,Introduction to Applied Econometrics
BSAN464,Forecasting and Capital Budgeting
BSAN469,Financial Analytics and Security Valuation
BSAN480,Marketing Research and Analysis
BSAN491,Independent Project in Business Analytics
BSAN494,Data Analysis in Marketing
BSAN495,Internship in Business Analytics
BUS101,Open For Business
BUS115,Creating Entrepreneurial Opportunities
BUS202,Business Career Transitions
BUS202G,Business Career Transitions - General
BUS203,COBA College Algebra Supplement
BUS259,Intern-Work Experience
BUS288,Study Abroad-Business
BUS291,Individual Study
BUS388,Study Abroad-Business
BUS495,Internship in Business
CCJ101,Introduction to the Criminal Justice System
CCJ203,"Crime, Justice and Social Diversity"
CCJ280,Introduction to Conservation Law Enforcement
CCJ290,Introduction to Criminological Theory
CCJ302,Introduction to Criminal Justice Administration
CCJ303,Criminal Investigation
CCJ306,Policing in America
CCJ310,Introduction to Criminal Law
CCJ316,Introduction to Criminal Justice Research
CCJ317,Introduction to Criminal Justice Statistics
CCJ320,Prosecution and Adjudication
CCJ325,Special Topics in Criminology and Criminal Justice
CCJ340,Comparative Criminology and Criminal Justice
CCJ344,Drug Abuse and the Criminal Justice System
CCJ360,Law and Social Control
CCJ370,Terrorism and Counter-Terrorism
CCJ374,Juvenile Justice
CCJ380,Practical Applications of Conservation Law Enforcement
CCJ384,Introduction to Corrections
CCJ385,Corrections in the Community
CCJ390,Readings in Criminology and Criminal Justice
CCJ405,Psychology and Law
CCJ408,Criminal Procedure
CCJ410,Policing Communities
CCJ411,Risk Assessment and Prediction in Criminal Justice
CCJ415,Prevention of Crime and Delinquency
CCJ418,Criminal Violence
CCJ425,"Communities, Places, and Crime"
CCJ460,"Women, Crime, and Justice"
CCJ461,White-Collar Crime
CCJ462,Victims of Crime
CCJ473,Juvenile Delinquency
CCJ475,Mass Incarceration and Collateral Consequences
CCJ480,Effective Correctional Practices
CCJ490,Independent Study in Criminology and Criminal Justice
