AD207C,,,,,,,,,,,,,,,,
AD208,,,,,,,,,,,,,,,,
AD213,AD100A,AD100B,,,,,,,,,,,,,,
AD214,AD100A,AD100B,,,,,,,,,,,,,,
AD219,,,,,,,,,,,,,,,,
AD222,AD122,AD219,,,,,,,,,,,,,,
AD223,,,,,,,,,,,,,,,,
AD227/AFR227,,,,,,,,,,,,,,,,
AD249,AD122,AD219,,,,,,,,,,,,,,
AD257,,,,,,,,,,,,,,,,
AD258,,,,,,,,,,,,,,,,
AD267,,,,,,,,,,,,,,,,
AD300,,,,,,,,,,,,,,,,
AD301A,,,,,,,,,,,,,,,,
AD301B,,,,,,,,,,,,,,,,
AD301C,,,,,,,,,,,,,,,,
AD302A,,,,,,,,,,,,,,,,
AD302B,,,,,,,,,,,,,,,,
AD302C,,,,,,,,,,,,,,,,
AD302D,,,,,,,,,,,,,,,,
AD303,AD203,,,,,,,,,,,,,,,
AD304A,AD204,,,,,,,,,,,,,,,
AD304B,AD204,,,,,,,,,,,,,,,
AD304C,AD204,AD304A,AD304B,,,,,,,,,,,,,
AD305A,AD205,,,,,,,,,,,,,,,
AD305B,AD205,,,,,,,,,,,,,,,
AD305C,AD205,,,,,,,,,,,,,,,
AD305D,AD305C,,,,,,,,,,,,,,,
AD307I,,,,,,,,,,,,,,,,
AD308,AD208,,,,,,,,,,,,,,,
AD309,AD100A,AD100B,AD110,AD120,AD207A,AD207B,AD207C,,,,,,,,,
AD310A,,,,,,,,,,,,,,,,
CLAS310HB/AD310B/CLAS310C/AD310C/CLAS310HC/CLAS310B/CLAS310H,,,,,,,,,,,,,,,,
AD311,,,,,,,,,,,,,,,,
AD312,,,,,,,,,,,,,,,,
AD313,AD213,AD219,AD223,,,,,,,,,,,,,
AD314A,AD214,,,,,,,,,,,,,,,
AD314B,AD314A,,,,,,,,,,,,,,,
AD314C,AD314B,,,,,,,,,,,,,,,
AD315,,,,,,,,,,,,,,,,
AD316,,,,,,,,,,,,,,,,
AD317I,,,,,,,,,,,,,,,,
AD318,AD208,,,,,,,,,,,,,,,
AD319,,,,,,,,,,,,,,,,
AFR315/AD320,,,,,,,,,,,,,,,,
AD322,AD222,AD249,,,,,,,,,,,,,,
AD323,AD213,AD223,,,,,,,,,,,,,,
AD328,AD208,,,,,,,,,,,,,,,
CLAS330/AD330,,,,,,,,,,,,,,,,
AD332,AD219,,,,,,,,,,,,,,,
AD337,,,,,,,,,,,,,,,,
AD338,AD208,,,,,,,,,,,,,,,
AD347A,,,,,,,,,,,,,,,,
AD347B,,,,,,,,,,,,,,,,
AD347C,,,,,,,,,,,,,,,,
AD348,,,,,,,,,,,,,,,,
AD350,,,,,,,,,,,,,,,,
AD352,AD322,,,,,,,,,,,,,,,
AD353,,,,,,,,,,,,,,,,
AD354,,,,,,,,,,,,,,,,
AD355,,,,,,,,,,,,,,,,
AD357,,,,,,,,,,,,,,,,
AD358,,,,,,,,,,,,,,,,
AD360A,,,,,,,,,,,,,,,,
AD360B,AD360A,,,,,,,,,,,,,,,
AD360C,AD360A,,,,,,,,,,,,,,,
AD360D,ENGL102,,,,,,,,,,,,,,,
ENGL102,ENGL101,,,,,,,,,,,,,,,
AD368,,,,,,,,,,,,,,,,
AD372A,AD322,AD352,,,,,,,,,,,,,,
AD372B,,,,,,,,,,,,,,,,
AD388,,,,,,,,,,,,,,,,
AD389,,,,,,,,,,,,,,,,
AD400A,AD300,,,,,,,,,,,,,,,
AD400B,AD400A,,,,,,,,,,,,,,,
AD400C,,,,,,,,,,,,,,,,
AD401A,,,,,,,,,,,,,,,,
AD401B,AD401A,,,,,,,,,,,,,,,
AD401C,,,,,,,,,,,,,,,,
AD402A,,,,,,,,,,,,,,,,
AD402B,AD402A,,,,,,,,,,,,,,,
AD402C,,,,,,,,,,,,,,,,
AD403A,AD303,,,,,,,,,,,,,,,
AD403B,AD403A,,,,,,,,,,,,,,,
AD403C,,,,,,,,,,,,,,,,
AD404C,AD404A/AD404B,,,,,,,,,,,,,,,
AD405A,AD305A,,,,,,,,,,,,,,,
AD405B,AD405A,,,,,,,,,,,,,,,
AD405C,,,,,,,,,,,,,,,,
AD414A,AD314C,,,,,,,,,,,,,,,
AD414B,AD414A,,,,,,,,,,,,,,,
AD414C,AD414B,,,,,,,,,,,,,,,
AD423,AD363/AD383,,,,,,,,,,,,,,,
AD424,,,,,,,,,,,,,,,,
AD432,,,,,,,,,,,,,,,,
AD433,,,,,,,,,,,,,,,,
AD442,,,,,,,,,,,,,,,,
AD451,,,,,,,,,,,,,,,,
AD452,AD322,AD337,AD352,,,,,,,,,,,,,
AD459,,,,,,,,,,,,,,,,
AD460A,AD360C,,,,,,,,,,,,,,,
AD460B,AD360C,,,,,,,,,,,,,,,
AD460C,AD460B,,,,,,,,,,,,,,,
AD460D,AD360D,,,,,,,,,,,,,,,
AD460E,AD360C,,,,,,,,,,,,,,,
AD460F,AD360A,,,,,,,,,,,,,,,
AD460G,AD360C,,,,,,,,,,,,,,,
AD460H,,,,,,,,,,,,,,,,
AD472,AD322,AD337,AD352,,,,,,,,,,,,,
AD488A,,,,,,,,,,,,,,,,
AD488B,AD488A,,,,,,,,,,,,,,,
AD489A,AD423,,,,,,,,,,,,,,,
AD489B,,,,,,,,,,,,,,,,
AD489C,,,,,,,,,,,,,,,,
AD489D,,,,,,,,,,,,,,,,
AD489E,AD460A,AD460B,,,,,,,,,,,,,,
AD497A,AD207A,,,,,,,,,,,,,,,
AD497B,AD207B,AD207C,,,,,,,,,,,,,,
AD497C,AD207A,AD207B,AD207C,,,,,,,,,,,,,
AD497D,AD207A,AD207B,AD207C,,,,,,,,,,,,,
AD499,,,,,,,,,,,,,,,,
AF101,,,,,,,,,,,,,,,,
AF199,,,,,,,,,,,,,,,,
AF200,,,,,,,,,,,,,,,,
AF201A,,,,,,,,,,,,,,,,
AF201B,AF201A,,,,,,,,,,,,,,,
AF202,AF200,,,,,,,,,,,,,,,
AF203,,,,,,,,,,,,,,,,
AF204,AF203,,,,,,,,,,,,,,,
AF205,AF200,,,,,,,,,,,,,,,
AF206A,AF199,AF201B,,,,,,,,,,,,,,
AF206B,AF206A,,,,,,,,,,,,,,,
AF207A,AF204,AF206A,AF206B,,,,,,,,,,,,,
AF207B,AF207A,,,,,,,,,,,,,,,
AF210,AF202,ENGL101,,,,,,,,,,,,,,
ENGL101,,,,,,,,,,,,,,,,
AF211,AF200,,,,,,,,,,,,,,,
AF220,AF207B,,,,,,,,,,,,,,,
AF260,,,,,,,,,,,,,,,,
AF299,,,,,,,,,,,,,,,,
AF300A,AF207A,,,,,,,,,,,,,,,
AF300B,AF300A,,,,,,,,,,,,,,,
AF301,AF207B,AF300A,AF300B,,,,,,,,,,,,,
AF302,AF300A,AF300B,,,,,,,,,,,,,,
AF303,AF205,,,,,,,,,,,,,,,
AF305,AF207B,,,,,,,,,,,,,,,
AF306,AF206A,AF206B,,,,,,,,,,,,,,
AF311,AF211,,,,,,,,,,,,,,,
AFR109,,,,,,,,,,,,,,,,
AFR135,,,,,,,,,,,,,,,,
AFR209,AFR109,,,,,,,,,,,,,,,
AFR215,,,,,,,,,,,,,,,,
AFR225,,,,,,,,,,,,,,,,
AFR230,,,,,,,,,,,,,,,,
AFR257,,,,,,,,,,,,,,,,
MUS303I/AFR303I,,,,,,,,,,,,,,,,
ANTH310A/AFR310A,,,,,,,,,,,,,,,,
AFR311A/HIST362A,,,,,,,,,,,,,,,,
AFR311B/HIST362B,,,,,,,,,,,,,,,,
AFR314A/HIST387A,,,,,,,,,,,,,,,,
AFR314B/HIST387B,,,,,,,,,,,,,,,,
AFR320,,,,,,,,,,,,,,,,
AFR325/ENGL325,ENGL102,,,,,,,,,,,,,,,
POLS326/AFR326,,,,,,,,,,,,,,,,
AFR330,,,,,,,,,,,,,,,,
AFR332,,,,,,,,,,,,,,,,
AFR333,,,,,,,,,,,,,,,,
PSYC334/AFR334,,,,,,,,,,,,,,,,
AFR339,,,,,,,,,,,,,,,,
AFR351/HIST351,,,,,,,,,,,,,,,,
AFR355,,,,,,,,,,,,,,,,
ENGL355A/AFR355A,,,,,,,,,,,,,,,,
ENGL355B/AFR355B,,,,,,,,,,,,,,,,
AFR357,,,,,,,,,,,,,,,,
AFR360,,,,,,,,,,,,,,,,
AFR375,,,,,,,,,,,,,,,,
AFR388/HIST388,,,,,,,,,,,,,,,,
AFR399,,,,,,,,,,,,,,,,
HIST401/AFR401,,,,,,,,,,,,,,,,
ANTH410H/AFR410H,,,,,,,,,,,,,,,,
AFR413/ANTH413,,,,,,,,,,,,,,,,
CMST416/AFR416,CMST301I,CMST341,,,,,,,,,,,,,,
CMST301I,,,,,,,,,,,,,,,,
CMST341,CMST101,CMST262,,,,,,,,,,,,,,
THEA460/AFR420,,,,,,,,,,,,,,,,
AFR430,,,,,,,,,,,,,,,,
AFR447/CMST447,CMST301I,CMST341,,,,,,,,,,,,,,
MUS452A/AFR452A,,,,,,,,,,,,,,,,
AFR452B/MUS452B,,,,,,,,,,,,,,,,
HIST460/AFR460,,,,,,,,,,,,,,,,
HIST461/AFR461,,,,,,,,,,,,,,,,
AFR465,,,,,,,,,,,,,,,,
PSYC470/AFR472,PSYC211,,,,,,,,,,,,,,,
PSYC211,MATH101,PSYC102,,,,,,,,,,,,,,
HIST473/AFR473,,,,,,,,,,,,,,,,
AFR475,,,,,,,,,,,,,,,,
AFR478/HIST478,,,,,,,,,,,,,,,,
AFR491,,,,,,,,,,,,,,,,
AFR494,,,,,,,,,,,,,,,,
AFR495,,,,,,,,,,,,,,,,
AFR496,,,,,,,,,,,,,,,,
HIST487/AFR497,,,,,,,,,,,,,,,,
AFR499,,,,,,,,,,,,,,,,
AFR499A/PHIL451,,,,,,,,,,,,,,,,
AFR499B/PHIL455,,,,,,,,,,,,,,,,
AFR499C/PHIL459,,,,,,,,,,,,,,,,
AGRI101,,,,,,,,,,,,,,,,
AGRI110,,,,,,,,,,,,,,,,
AGRI259,,,,,,,,,,,,,,,,
AGRI323,,,,,,,,,,,,,,,,
AGRI333,,,,,,,,,,,,,,,,
AGRI351,,,,,,,,,,,,,,,,
AGRI388,,,,,,,,,,,,,,,,
AGRI390,,,,,,,,,,,,,,,,
AGRI401/REC401/FOR401,,,,,,,,,,,,,,,,
FOR423/AGRI423/REC423,,,,,,,,,,,,,,,,
AGRI450,,,,,,,,,,,,,,,,
AGRI451,AGRI351,,,,,,,,,,,,,,,
AGRI481,,,,,,,,,,,,,,,,
AGRI495,,,,,,,,,,,,,,,,
AGSE110,,,,,,,,,,,,,,,,
AGSE170,,,,,,,,,,,,,,,,
AGSE180,,,,,,,,,,,,,,,,
AGSE250,,,,,,,,,,,,,,,,
AGSE257,,,,,,,,,,,,,,,,
AGSE258,,,,,,,,,,,,,,,,
AGSE311A,AGSE110,,,,,,,,,,,,,,,
AGSE311B,AGSE110,,,,,,,,,,,,,,,
AGSE314,,,,,,,,,,,,,,,,
AGSE318,,,,,,,,,,,,,,,,
AGSE359,,,,,,,,,,,,,,,,
AGSE361,,,,,,,,,,,,,,,,
AGSE364,,,,,,,,,,,,,,,,
AGSE370,,,,,,,,,,,,,,,,
AGSE371,MATH125,MATH108,,,,,,,,,,,,,,
MATH125,,,,,,,,,,,,,,,,
MATH108,,,,,,,,,,,,,,,,
AGSE372,AGSE371,,,,,,,,,,,,,,,
AGSE373,,,,,,,,,,,,,,,,
AGSE375,AGSE318,AGSE371,,,,,,,,,,,,,,
AGSE380,,,,,,,,,,,,,,,,
AGSE381,,,,,,,,,,,,,,,,
AGSE384,,,,,,,,,,,,,,,,
AGSE388,,,,,,,,,,,,,,,,
AGSE390,,,,,,,,,,,,,,,,
AGSE391,,,,,,,,,,,,,,,,
AGSE402A/PSAS402A,AGSE110,,,,,,,,,,,,,,,
AGSE402B/PSAS402B,,,,,,,,,,,,,,,,
AGSE408,,,,,,,,,,,,,,,,
AGSE411,,,,,,,,,,,,,,,,
AGSE412,,,,,,,,,,,,,,,,
AGSE414,AGSE110,,,,,,,,,,,,,,,
AGSE415,,,,,,,,,,,,,,,,
AGSE416,AGSE110,,,,,,,,,,,,,,,
AGSE431,,,,,,,,,,,,,,,,
PSAS433/PLB433/AGSE433/CSEM433/ANS433/HORT433,,,,,,,,,,,,,,,,
PSAS438/AGSE438/PLB438/ZOOL438/CSEM438,BIOL305,,,,,,,,,,,,,,,
BIOL305,BIOL211,BIOL212,BIOL213,CHEM200,CHEM140A,CHEM201,,,,,,,,,,
PSAS463/AGSE463,,,,,,,,,,,,,,,,
AGSE472,,,,,,,,,,,,,,,,
AGSE473,AGSE371,,,,,,,,,,,,,,,
AGSE476,,,,,,,,,,,,,,,,
AGSE483,AGSE371,,,,,,,,,,,,,,,
AGSE488,,,,,,,,,,,,,,,,
AGSE495,AGSE371,,,,,,,,,,,,,,,
AGSE497,AGSE318,AGSE371,AGSE375,,,,,,,,,,,,,
AGSE499,,,,,,,,,,,,,,,,
AH105,,,,,,,,,,,,,,,,
AH241,,,,,,,,,,,,,,,,
AH259,,,,,,,,,,,,,,,,
AH358,,,,,,,,,,,,,,,,
AMS101,,,,,,,,,,,,,,,,
AMS102,,,,,,,,,,,,,,,,
AMS201,,,,,,,,,,,,,,,,
AMS202,,,,,,,,,,,,,,,,
AMS203,,,,,,,,,,,,,,,,
AMS301,,,,,,,,,,,,,,,,
AMS302,,,,,,,,,,,,,,,,
AMS358,,,,,,,,,,,,,,,,
AMS401,,,,,,,,,,,,,,,,
AMS402,,,,,,,,,,,,,,,,
AMS403,,,,,,,,,,,,,,,,
AMS404,,,,,,,,,,,,,,,,
ANS112,,,,,,,,,,,,,,,,
ANS115,,,,,,,,,,,,,,,,
ANS121,,,,,,,,,,,,,,,,
ANS122,,,,,,,,,,,,,,,,
ANS123A,,,,,,,,,,,,,,,,
ANS123B,,,,,,,,,,,,,,,,
ANS123C,,,,,,,,,,,,,,,,
ANS123D,,,,,,,,,,,,,,,,
ANS200,,,,,,,,,,,,,,,,
ANS210,,,,,,,,,,,,,,,,
ANS211,,,,,,,,,,,,,,,,
ANS212,ANS112,,,,,,,,,,,,,,,
HND215/ANS215,,,,,,,,,,,,,,,,
ANS219,,,,,,,,,,,,,,,,
ANS250,,,,,,,,,,,,,,,,
ANS309,,,,,,,,,,,,,,,,
ANS312,ANS212,,,,,,,,,,,,,,,
ANS314,,,,,,,,,,,,,,,,
ANS315,,,,,,,,,,,,,,,,
ANS316,HND215/ANS215,,,,,,,,,,,,,,,
ANS319,ANS112,ANS212,ANS312,,,,,,,,,,,,,
ANS331,,,,,,,,,,,,,,,,
ANS332,MATH108,ANS121,,,,,,,,,,,,,,
ANS333,ANS332,,,,,,,,,,,,,,,
ANS337,ANS331,ZOOL118,,,,,,,,,,,,,,
ZOOL118,,,,,,,,,,,,,,,,
ANS359,,,,,,,,,,,,,,,,
ANS365,HND215/ANS215,,,,,,,,,,,,,,,
ANS380,,,,,,,,,,,,,,,,
ANS381,ANS121,,,,,,,,,,,,,,,
ANS390,,,,,,,,,,,,,,,,
ANS409,ANS219,ANS331,,,,,,,,,,,,,,
ANS412,ANS312,,,,,,,,,,,,,,,
ANS415,HND215/ANS215,ANS315,,,,,,,,,,,,,,
ANS419,ANS409,,,,,,,,,,,,,,,
ANS420,,,,,,,,,,,,,,,,
ANS421,ANS121,,,,,,,,,,,,,,,
ANS422,HND215/ANS215,ANS315,,,,,,,,,,,,,,
HND425/ANS425,HND215/ANS215,CHEM140B,PHSL208,PHSL201,HND320,,,,,,,,,,,
CHEM140B,MATH139,MATH140,MATH125,MATH108,MATH141,MATH150,MATH106,MATH111,MATH109,MATH110,,,,,,
PHSL208,PHSL201,,,,,,,,,,,,,,,
PHSL201,,,,,,,,,,,,,,,,
HND320,CHEM200,CHEM140A,CHEM201,HND101,,,,,,,,,,,,
ANS426/ZOOL426/PHSL426,ANS331,PHSL310,ZOOL220,,,,,,,,,,,,,
PHSL310,CHEM211,CHEM200,CHEM201,CHEM202,CHEM205H/CHEM207H,CHEM215H/CHEM217H,CHEM210/CHEM212,,,,,,,,,
ZOOL220,BIOL212,BIOL213,,,,,,,,,,,,,,
ANS428,HND215/ANS215,ANS315,,,,,,,,,,,,,,
ANS429,ABE350,ABE351,ANS409,,,,,,,,,,,,,
ANS430,ANS315,,,,,,,,,,,,,,,
ANS431,ANS121,ANS331,,,,,,,,,,,,,,
ANS434,ANS331,,,,,,,,,,,,,,,
ANS435/CSEM435,,,,,,,,,,,,,,,,
ANS445,HND215/ANS215,,,,,,,,,,,,,,,
ANS455,,,,,,,,,,,,,,,,
ANS465,ANS315,,,,,,,,,,,,,,,
ZOOL477/ANS477,ANS121,ZOOL118,BIOL211,,,,,,,,,,,,,
BIOL211,,,,,,,,,,,,,,,,
ANS481,ANS115,ANS365,,,,,,,,,,,,,,
ANS485,ANS315,ANS332,,,,,,,,,,,,,,
ANS490,ANS409,ANS419,,,,,,,,,,,,,,
ANS495,,,,,,,,,,,,,,,,
ANTH104,,,,,,,,,,,,,,,,
ANTH202,,,,,,,,,,,,,,,,
ANTH204,,,,,,,,,,,,,,,,
ANTH205,,,,,,,,,,,,,,,,
ANTH208,,,,,,,,,,,,,,,,
ANTH210,,,,,,,,,,,,,,,,
ANTH220,,,,,,,,,,,,,,,,
ANTH231,,,,,,,,,,,,,,,,
ANTH240A,,,,,,,,,,,,,,,,
ANTH240B,,,,,,,,,,,,,,,,
ANTH240C,,,,,,,,,,,,,,,,
ANTH240D,,,,,,,,,,,,,,,,
ANTH261,,,,,,,,,,,,,,,,
LING301/ANTH301,,,,,,,,,,,,,,,,
ANTH304,,,,,,,,,,,,,,,,
ANTH310D,,,,,,,,,,,,,,,,
ANTH310H,,,,,,,,,,,,,,,,
ANTH330,,,,,,,,,,,,,,,,
ANTH340E,,,,,,,,,,,,,,,,
ANTH370,,,,,,,,,,,,,,,,
ANTH376,,,,,,,,,,,,,,,,
ANTH380,ANTH104,ANTH202,ANTH240A,ANTH240B,ANTH240C,ANTH240D,,,,,,,,,,
ANTH405H,,,,,,,,,,,,,,,,
ANTH406/LING406,ANTH240B,LING405,LING300,,,,,,,,,,,,,
LING405,LING300,,,,,,,,,,,,,,,
LING300,,,,,,,,,,,,,,,,
ANTH410B,,,,,,,,,,,,,,,,
ANTH410D,,,,,,,,,,,,,,,,
ANTH410I,,,,,,,,,,,,,,,,
ANTH410K,,,,,,,,,,,,,,,,
ANTH410L,,,,,,,,,,,,,,,,
ANTH410N,ANTH240D,,,,,,,,,,,,,,,
ANTH410O,,,,,,,,,,,,,,,,
ANTH410P,ANTH240D,,,,,,,,,,,,,,,
ANTH410Q,,,,,,,,,,,,,,,,
ANTH410R,,,,,,,,,,,,,,,,
ANTH410S,,,,,,,,,,,,,,,,
ANTH410T,,,,,,,,,,,,,,,,
ANTH410V,,,,,,,,,,,,,,,,
ANTH412,,,,,,,,,,,,,,,,
ANTH415/LING415,,,,,,,,,,,,,,,,
LING416/ANTH416,,,,,,,,,,,,,,,,
ANTH417/LING417,,,,,,,,,,,,,,,,
LING426/ANTH426,,,,,,,,,,,,,,,,
ANTH430A,,,,,,,,,,,,,,,,
ANTH430E,,,,,,,,,,,,,,,,
ANTH434,,,,,,,,,,,,,,,,
ANTH440A,,,,,,,,,,,,,,,,
ANTH440C,,,,,,,,,,,,,,,,
ANTH441A,,,,,,,,,,,,,,,,
ANTH441C,,,,,,,,,,,,,,,,
ANTH442,,,,,,,,,,,,,,,,
ANTH455B,,,,,,,,,,,,,,,,
ANTH455C,,,,,,,,,,,,,,,,
ANTH455D,,,,,,,,,,,,,,,,
ANTH455H,,,,,,,,,,,,,,,,
ANTH456,ANTH231,ANTH455H,,,,,,,,,,,,,,
ANTH460,,,,,,,,,,,,,,,,
ANTH465,,,,,,,,,,,,,,,,
ANTH470A,,,,,,,,,,,,,,,,
ANTH470D,,,,,,,,,,,,,,,,
ANTH480,ANTH240A,ANTH240B,,,,,,,,,,,,,,
ANTH484,,,,,,,,,,,,,,,,
ANTH485,,,,,,,,,,,,,,,,
ANTH495,,,,,,,,,,,,,,,,
ANTH496,,,,,,,,,,,,,,,,
ANTH497,,,,,,,,,,,,,,,,
ANTH499,,,,,,,,,,,,,,,,
ID121/ARC121,,,,,,,,,,,,,,,,
ARC122/ID122,ID121/ARC121,,,,,,,,,,,,,,,
ARC199,,,,,,,,,,,,,,,,
ARC210,,,,,,,,,,,,,,,,
ARC213,,,,,,,,,,,,,,,,
ARC231/ID231,,,,,,,,,,,,,,,,
ID232/ARC232,,,,,,,,,,,,,,,,
ID242/ARC242,ARC122/ID122,ARC271/ID271,,,,,,,,,,,,,,
ARC271/ID271,,,,,,,,,,,,,,,,
ARC251/ID251,ARC122/ID122,,,,,,,,,,,,,,,
ARC252/ID252,ENGL101,ARC271/ID271,ARC251/ID251,,,,,,,,,,,,,
ARC258,,,,,,,,,,,,,,,,
ARC259,,,,,,,,,,,,,,,,
ARC299,,,,,,,,,,,,,,,,
ARC310,,,,,,,,,,,,,,,,
ARC314I,,,,,,,,,,,,,,,,
ARC319,,,,,,,,,,,,,,,,
ARC320,,,,,,,,,,,,,,,,
ARC341,ID242/ARC242,,,,,,,,,,,,,,,
ARC342,ID242/ARC242,,,,,,,,,,,,,,,
ARC350,,,,,,,,,,,,,,,,
ARC351,ARC252/ID252,,,,,,,,,,,,,,,
ARC352,ARC351,ARC381,,,,,,,,,,,,,,
ARC381,,,,,,,,,,,,,,,,
ARC353,,,,,,,,,,,,,,,,
ARC361,PHYS253A,PHYS203A,,,,,,,,,,,,,,
PHYS253A,PHYS203A,,,,,,,,,,,,,,,
PHYS203A,MATH140,MATH125,MATH150,MATH111,MATH109,,,,,,,,,,,
ARC362,ARC361,,,,,,,,,,,,,,,
ARC399,,,,,,,,,,,,,,,,
ARC401,,,,,,,,,,,,,,,,
ARC402,,,,,,,,,,,,,,,,
ARC410,,,,,,,,,,,,,,,,
ARC411,ARC210,ARC310,,,,,,,,,,,,,,
ARC412,ARC210,ARC310,,,,,,,,,,,,,,
ARC413,ARC210,ARC213,ARC310,,,,,,,,,,,,,
HIST496B/ARC434,,,,,,,,,,,,,,,,
ARC444,,,,,,,,,,,,,,,,
ARC451,ARC352,,,,,,,,,,,,,,,
ARC452,ARC342,ARC362,ARC451,,,,,,,,,,,,,
ARC462,,,,,,,,,,,,,,,,
ARC470,ARC271/ID271,,,,,,,,,,,,,,,
ID481/ARC481,ID491,,,,,,,,,,,,,,,
ID491,ID392,,,,,,,,,,,,,,,
ID482/ARC482,ID392,,,,,,,,,,,,,,,
ID392,ID361/ID391,,,,,,,,,,,,,,,
ARC499,,,,,,,,,,,,,,,,
AS258,,,,,,,,,,,,,,,,
AS259,,,,,,,,,,,,,,,,
AUT100,,,,,,,,,,,,,,,,
AUT120,,,,,,,,,,,,,,,,
AUT150,,,,,,,,,,,,,,,,
AUT170,,,,,,,,,,,,,,,,
AUT180,,,,,,,,,,,,,,,,
AUT215,,,,,,,,,,,,,,,,
AUT216,,,,,,,,,,,,,,,,
AUT240,AUT150,AUT170,,,,,,,,,,,,,,
AUT250,AUT150,AUT170,,,,,,,,,,,,,,
AUT258,,,,,,,,,,,,,,,,
AUT259,,,,,,,,,,,,,,,,
AUT280,AUT170,,,,,,,,,,,,,,,
AUT299,,,,,,,,,,,,,,,,
AUT301,,,,,,,,,,,,,,,,
AUT310,ENGL101,CMST101,,,,,,,,,,,,,,
CMST101,,,,,,,,,,,,,,,,
AUT320,,,,,,,,,,,,,,,,
AUT325,ENGL101,,,,,,,,,,,,,,,
AUT330,,,,,,,,,,,,,,,,
AUT335,,,,,,,,,,,,,,,,
AUT340,,,,,,,,,,,,,,,,
AUT345,,,,,,,,,,,,,,,,
AUT350,,,,,,,,,,,,,,,,
AUT355,,,,,,,,,,,,,,,,
AUT358,,,,,,,,,,,,,,,,
AUT359,,,,,,,,,,,,,,,,
