GWS464/AAS464/ANTH464/REL464,GWS250,GWS370/SOC320,GWS350,HDFS140/SOC130/GWS100,,,,,,,,
GWS370/SOC320,HDFS140/SOC130/GWS100,SOC201/GWS201,GWS202/SOC202,,,,,,,,,
GWS350,,,,,,,,,,,,
HDFS140/SOC130/GWS100,,,,,,,,,,,,
LLS465/AFRO465/AAS465/GWS465,,,,,,,,,,,,
LLS479/ANTH479/AAS479,LLS100,,,,,,,,,,,
AAS490,AAS100,,,,,,,,,,,
FAA494/ENGL494/THEA484/AAS494/GWS494,,,,,,,,,,,,
THEA468/GWS425/FAA495/ENGL495/AAS495,,,,,,,,,,,,
GWS496/THEA486/ENGL496/AAS496/FAA496,,,,,,,,,,,,
ABE100,,,,,,,,,,,,
ABE127,,,,,,,,,,,,
ABE128,,,,,,,,,,,,
ABE141,,,,,,,,,,,,
ABE152,,,,,,,,,,,,
ABE199,,,,,,,,,,,,
ABE223,MATH220,MATH221,MATH234,,,,,,,,,
MATH220,MATH115,,,,,,,,,,,
MATH221,,,,,,,,,,,,
MATH234,MATH112,,,,,,,,,,,
ABE224,MATH220,MATH221,MATH234,,,,,,,,,
ABE225,MATH220,MATH221,MATH234,,,,,,,,,
ABE226,MATH220,MATH221,MATH234,,,,,,,,,
ABE227,MATH220,MATH221,MATH234,,,,,,,,,
ABE228,MATH220,MATH221,MATH234,,,,,,,,,
ABE232/AFST233,,,,,,,,,,,,
ABE340,MATH241,,,,,,,,,,,
MATH241,MATH231,,,,,,,,,,,
ABE341,ABE223,ABE224,ABE225,ABE226,PHYS213,,,,,,,
PHYS213,MATH241,PHYS211,,,,,,,,,,
ABE361,TAM212,,,,,,,,,,,
TAM212,TAM211,TAM210,,,,,,,,,,
ABE397,,,,,,,,,,,,
ABE398,,,,,,,,,,,,
ABE425,ECE205,,,,,,,,,,,
ECE205,PHYS212,,,,,,,,,,,
ABE426/ECE426,MATH221,IE300,CPSC440/ANSC440/FSHN440/ABE440/NRES440/NUTR440,STAT400/MATH463,CS125,MATH285,MATH225,,,,,
IE300,MATH241,,,,,,,,,,,
CPSC440/ANSC440/FSHN440/ABE440/NRES440/NUTR440,MATH112,,,,,,,,,,,
STAT400/MATH463,MATH241,MATH231,,,,,,,,,,
CS125,MATH112,,,,,,,,,,,
MATH285,MATH241,,,,,,,,,,,
MATH225,MATH220,MATH221,,,,,,,,,,
ABE430/ETMA430,,,,,,,,,,,,
ABE436,PHYS211,,,,,,,,,,,
PHYS211,MATH231,,,,,,,,,,,
MATH112,,,,,,,,,,,,
NRES445/ABE445/ANSC445,CPSC440/ANSC440/FSHN440/ABE440/NRES440/NUTR440,,,,,,,,,,,
ABE446,MCB150,,,,,,,,,,,
MCB150,,,,,,,,,,,,
ABE450/LAST440,,,,,,,,,,,,
LAST441/ABE451,ABE450/LAST440,,,,,,,,,,,
ABE452,,,,,,,,,,,,
ABE454,TAM335,NRES201,,,,,,,,,,
TAM335,TAM212,,,,,,,,,,,
NRES201,MATH234,CHEM102,MATH115,,,,,,,,,
ABE455,NRES201,GGIS401/NRES401,CEE380,CEE350,,,,,,,,
GGIS401/NRES401,CHEM102,,,,,,,,,,,
CEE380,TAM251,,,,,,,,,,,
CEE350,CEE201,CEE202,,,,,,,,,,
ABE456,TAM335,,,,,,,,,,,
ABE457,ABE224,CEE350,,,,,,,,,,
ABE458,ABE457,,,,,,,,,,,
ABE459,TAM335,,,,,,,,,,,
ABE466,ABE340,ME200,,,,,,,,,,
ME200,MATH241,,,,,,,,,,,
ABE469,,,,,,,,,,,,
ABE476,PHYS213,MATH285,TAM335,,,,,,,,,
FSHN469/ABE482,MATH220,,,,,,,,,,,
ABE483,,,,,,,,,,,,
ABE488,ABE340,ME200,CHBE321,,,,,,,,,
CHBE321,MATH241,CHBE221,,,,,,,,,,
ABE497,,,,,,,,,,,,
ABE498,,,,,,,,,,,,
ACCY199,,,,,,,,,,,,
ACCY200,,,,,,,,,,,,
ACCY201,ECON103,ECON102,,,,,,,,,,
ECON103,,,,,,,,,,,,
ECON102,,,,,,,,,,,,
ACCY202,ACCY201,,,,,,,,,,,
ACCY290,ACCY201,ACCY202,,,,,,,,,,
BADM210,,,,,,,,,,,,
ACCY303,FIN221,ACCY301/ACCY302,,,,,,,,,,
FIN221,ECON103,ECON102,,,,,,,,,,
ACCY304,ACCY301/ACCY302,,,,,,,,,,,
ACCY312,ACCY202,,,,,,,,,,,
ACE321/ACCY321/PS321/BADM303,PS101,,,,,,,,,,,
ACCY375,,,,,,,,,,,,
ACCY398,,,,,,,,,,,,
ACCY405,ACCY304,,,,,,,,,,,
ACCY410,ACCY303,,,,,,,,,,,
ACCY415,ACCY304,,,,,,,,,,,
ACCY419,ACCY301/ACCY302,,,,,,,,,,,
ACCY449,ACCY312,,,,,,,,,,,
ACCY451,ACCY312,,,,,,,,,,,
ACCY499,,,,,,,,,,,,
ACE100,,,,,,,,,,,,
ACE161,,,,,,,,,,,,
ACE199,,,,,,,,,,,,
ACE203,,,,,,,,,,,,
UP210/ECON210/ENVS210/NRES210/ACE210,,,,,,,,,,,,
ACE220,,,,,,,,,,,,
ACE221,,,,,,,,,,,,
ACE222,,,,,,,,,,,,
ACE231,,,,,,,,,,,,
ACE232,,,,,,,,,,,,
ACE240,,,,,,,,,,,,
ACE242,,,,,,,,,,,,
ACE243,ACE240,,,,,,,,,,,
ACE251,ECON102,ACE100,,,,,,,,,,
ACE254/AFST254,,,,,,,,,,,,
ACE255,,,,,,,,,,,,
ACE262,,,,,,,,,,,,
ACE264,ACE262,,,,,,,,,,,
ACE270,ECON102,ACE100,,,,,,,,,,
ACE291,,,,,,,,,,,,
ACE292,,,,,,,,,,,,
ACE293,,,,,,,,,,,,
ACE294,,,,,,,,,,,,
ACE295,,,,,,,,,,,,
ACE300,MATH220,MATH221,MATH234,ECON102,ACE100,,,,,,,
ACE306,,,,,,,,,,,,
ACE310/ENVS310/NRES310,ECON102,ACE100,,,,,,,,,,
ACE335,,,,,,,,,,,,
ACE341,,,,,,,,,,,,
ACE344,ACE240,,,,,,,,,,,
ACE345,ACCY201,,,,,,,,,,,
ACE346,,,,,,,,,,,,
ACE349,ACE240,,,,,,,,,,,
ACE360,,,,,,,,,,,,
ACE396,,,,,,,,,,,,
ACE398,,,,,,,,,,,,
ACE403,,,,,,,,,,,,
ACE406,,,,,,,,,,,,
ACE410,ACE300,,,,,,,,,,,
ACE411,ACE300,ECON302,,,,,,,,,,
ECON302,ECON102,,,,,,,,,,,
ACE417,ACE100,,,,,,,,,,,
ACE427,ECON102,ACE100,ACE262,,,,,,,,,
ACE428,ACE222,FIN300,,,,,,,,,,
FIN300,FIN221,,,,,,,,,,,
ACE430/FSHN425,ECON102,ACE100,,,,,,,,,,
BADM438/ACE431,ACE222,ACE231,BADM320,,,,,,,,,
BADM320,,,,,,,,,,,,
ACE432,ACE232,,,,,,,,,,,
ACE435,ACE262,,,,,,,,,,,
ACE436,,,,,,,,,,,,
ACE440,ACE345,ACE346,ACE449,ACE444,,,,,,,,
ACE449,ACE240,ACE345,,,,,,,,,,
ACE444,FIN221,ACE345,,,,,,,,,,
ACE441,ACE240,ACE349,ACE449,ACE444,FIN230,,,,,,,
FIN230,,,,,,,,,,,,
ACE445,ACE240,ACE300,ECON302,,,,,,,,,
ACE446,FIN221,ACE240,ACE345,ACE360,,,,,,,,
ACE451,ACE300,ECON302,,,,,,,,,,
ECON452/ACE452,MATH220,MATH221,ECON302,ECON202,,,,,,,,
ECON202,MATH220,MATH221,MATH234,,,,,,,,,
ACE455,ACE300,ECON302,,,,,,,,,,
ACE456,ACE300,ECON302,,,,,,,,,,
ACE471,ACE100,,,,,,,,,,,
ACE474,ACE270,ACE300,ECON302,,,,,,,,,
ACE476,ACE300,ECON302,,,,,,,,,,
ACE499,,,,,,,,,,,,
ACES101,,,,,,,,,,,,
ACES102,,,,,,,,,,,,
ACES179,,,,,,,,,,,,
ACES199,,,,,,,,,,,,
ACES200,,,,,,,,,,,,
ACES293,,,,,,,,,,,,
ACES295,,,,,,,,,,,,
ACES298,,,,,,,,,,,,
ACES299,,,,,,,,,,,,
ACES396,,,,,,,,,,,,
ACES399,,,,,,,,,,,,
ACES499,,,,,,,,,,,,
ADV150,,,,,,,,,,,,
ADV175,,,,,,,,,,,,
ADV199,,,,,,,,,,,,
ADV200,,,,,,,,,,,,
ADV201,,,,,,,,,,,,
ADV212,,,,,,,,,,,,
ADV222,ADV150,,,,,,,,,,,
ADV250,,,,,,,,,,,,
ADV270,,,,,,,,,,,,
ADV280,,,,,,,,,,,,
ADV281,ADV200,STAT100,,,,,,,,,,
STAT100,MATH112,,,,,,,,,,,
ADV284,,,,,,,,,,,,
ADV290,,,,,,,,,,,,
ADV301,,,,,,,,,,,,
ADV305,,,,,,,,,,,,
ADV310,,,,,,,,,,,,
ADV311,,,,,,,,,,,,
ADV314,,,,,,,,,,,,
ADV320,ADV270,,,,,,,,,,,
ADV333,ADV250,ADV284,,,,,,,,,,
ADV350,ADV310,,,,,,,,,,,
ADV360,ADV250,ADV284,,,,,,,,,,
ADV370,,,,,,,,,,,,
ADV390,,,,,,,,,,,,
ADV392,,,,,,,,,,,,
ADV393,,,,,,,,,,,,
ADV396,ADV150,ADV281,,,,,,,,,,
ADV399,,,,,,,,,,,,
ADV400,,,,,,,,,,,,
ADV409,,,,,,,,,,,,
ADV410,ADV310,,,,,,,,,,,
ADV452,ADV390,,,,,,,,,,,
ADV454,ADV452,,,,,,,,,,,
ADV461,,,,,,,,,,,,
CS469/ADV462,STAT400/MATH463,MATH225,MATH415,MATH461,ECE313/MATH362,BIOE210,MATH416,MATH257,CS173,CS361/STAT361,ASRM406,CS225
MATH415,MATH241,,,,,,,,,,,
MATH461,MATH241,,,,,,,,,,,
ECE313/MATH362,MATH416,MATH257,,,,,,,,,,
BIOE210,CS101,MATH231,CS124,,,,,,,,,
MATH416,MATH241,MATH347,,,,,,,,,,
MATH257,MATH220,MATH221,CS101,,,,,,,,,
CS173,MATH220,MATH221,CS125,CS124,ECE220,,,,,,,
CS361/STAT361,MATH220,MATH221,MATH225,MATH415,MATH416,MATH257,ASRM406,,,,,
ASRM406,MATH241,FIN221,ASRM210,,,,,,,,,
CS225,CS173,CS126,CS128,ECE220,MATH213,CS413/MATH413,MATH347,,,,,
ADV475,,,,,,,,,,,,
ADV476,ADV150,,,,,,,,,,,
ADV478,ADV281,,,,,,,,,,,
ADV480,,,,,,,,,,,,
ADV482,,,,,,,,,,,,
ADV483,ADV250,ADV284,,,,,,,,,,
ADV484,ADV281,,,,,,,,,,,
ADV490,,,,,,,,,,,,
ADV491,,,,,,,,,,,,
CS468/ADV492,CS225,,,,,,,,,,,
ADV494,ADV281,,,,,,,,,,,
ADV495,,,,,,,,,,,,
ADV496,,,,,,,,,,,,
ADV497,ADV281,,,,,,,,,,,
ADV498,ADV250,ADV360,ADV390,,,,,,,,,
AE100,,,,,,,,,,,,
AE140,,,,,,,,,,,,
AE199,,,,,,,,,,,,
AE202,TAM212,,,,,,,,,,,
AE298,,,,,,,,,,,,
AE302,AE352,,,,,,,,,,,
AE352,TAM212,MATH285,MATH225,MATH415,MATH257,MATH284,MATH441,,,,,
AE311,MATH241,AE202,,,,,,,,,,
AE312,MATH285,ME200,AE202,,,,,,,,,
AE321,MATH285,TAM211,TAM210,,,,,,,,,
TAM211,MATH241,PHYS211,MATH257,,,,,,,,,
TAM210,MATH241,PHYS211,MATH257,,,,,,,,,
AE323,MATH241,MATH285,AE321,TAM211,TAM210,,,,,,,
MATH284,MATH231,,,,,,,,,,,
MATH441,MATH241,MATH347,,,,,,,,,,
AE353,TAM212,MATH285,MATH225,MATH415,MATH257,,,,,,,
AE370,AE311,AE312,AE321,AE323,,,,,,,,
AE395,,,,,,,,,,,,
AE396,,,,,,,,,,,,
AE397,,,,,,,,,,,,
AE398,,,,,,,,,,,,
AE402,AE202,,,,,,,,,,,
AE403,AE352,AE353,,,,,,,,,,
AE410/CSE461,AE311,AE312,,,,,,,,,,
AE412/ME411,TAM335,AE311,ME310,,,,,,,,,
ME310,MATH285,ME200,MATH441,,,,,,,,,
AE416,AE311,,,,,,,,,,,
AE419,AE202,AE353,,,,,,,,,,
ME471/CSE451/AE420,TAM470/CSE450,ME371,CS101,,,,,,,,,
TAM470/CSE450,MATH285,MATH441,CS101,,,,,,,,,
ME371,ME330,TAM324/CEE300,ME370,,,,,,,,,
CS101,MATH220,MATH221,MATH241,MATH231,,,,,,,,
MSE456/AE428/TAM428,AE321,ME330,MSE206,TAM324/CEE300,,,,,,,,
ME330,TAM251,CHEM102,,,,,,,,,,
MSE206,MATH241,CS125,MATH225,PHYS211,MATH415,MATH257,CS101,CS124,MSE201,,,
TAM324/CEE300,TAM251,CHEM104,,,,,,,,,,
AE433,AE312,PHYS212,,,,,,,,,,
PHYS212,MATH241,PHYS211,,,,,,,,,,
AE434,AE312,,,,,,,,,,,
AE435,ECE205,AE312,PHYS212,ME410,,,,,,,,
ME410,TAM335,ME200,AE311,ME310,,,,,,,,
AE442,AE352,AE311,AE323,,,,,,,,,
AE443,AE442,,,,,,,,,,,
AE451,AE352,TAM412,TAM251,,,,,,,,,
TAM412,TAM212,MATH285,MATH225,MATH415,MATH257,MATH441,,,,,,
TAM251,TAM211,TAM210,,,,,,,,,,
AE452/TAM416,AE352,TAM412,ME340,,,,,,,,,
ME340,TAM212,ECE205,MATH285,MATH415,MATH257,MATH441,,,,,,
AE454,AE353,,,,,,,,,,,
AE456/ECE456,AE352,AE353,ECE329,ECE310,,,,,,,,
ECE329,ECE210,,,,,,,,,,,
ECE310,ECE210,,,,,,,,,,,
AE460,AE311,AE433,,,,,,,,,,
AE461,AE352,AE321,AE323,AE353,,,,,,,,
AE468/ECE468,ECE313/MATH362,ECE329,,,,,,,,,,
AE480,AE312,,,,,,,,,,,
AE482/ME445/ECE470,MATH225,MATH415,MATH418,,,,,,,,,
MATH418,MATH417,,,,,,,,,,,
AE483,AE202,AE352,AE353,AE370,PHYS212,,,,,,,
AE484,AE202,AE311,,,,,,,,,,
AE485,ME200,AE311,AE312,,,,,,,,,
AE497,,,,,,,,,,,,
AE498,,,,,,,,,,,,
AFAS102,,,,,,,,,,,,
AFAS111,AFAS102,,,,,,,,,,,
AFAS112,AFAS102,AFAS111,,,,,,,,,,
MILS120/NS120/AFAS120,,,,,,,,,,,,
AFAS221,AFAS102,AFAS112,,,,,,,,,,
AFAS222,AFAS102,AFAS221,,,,,,,,,,
AFAS331,AFAS102,AFAS222,,,,,,,,,,
AFAS332,AFAS102,AFAS331,,,,,,,,,,
AFAS341,AFAS102,AFAS332,,,,,,,,,,
AFAS342,AFAS102,AFAS341,,,,,,,,,,
HIST174/AFRO101,,,,,,,,,,,,
AFRO103/AFST103/GWS103,,,,,,,,,,,,
ENGL150/AFRO105,,,,,,,,,,,,
AFRO106/ANTH106,,,,,,,,,,,,
AFRO122/RUSS122/CWL122,,,,,,,,,,,,
AFRO132,,,,,,,,,,,,
REL134/AFRO134,,,,,,,,,,,,
AFRO199,,,,,,,,,,,,
AFRO211/MACS211,,,,,,,,,,,,
AFRO212/THEA263,,,,,,,,,,,,
AFRO220,AFRO100,,,,,,,,,,,
HIST219/AFRO221/LA221,,,,,,,,,,,,
CWL226/AFRO224,AFRO100,,,,,,,,,,,
SOC223/AFRO226/GWS226,,,,,,,,,,,,
MACS227/AFRO227,,,,,,,,,,,,
AFRO228,,,,,,,,,,,,
SHS231/AFRO231,,,,,,,,,,,,
AFRO234/REL234,,,,,,,,,,,,
AFST243/AFRO243/PS243,,,,,,,,,,,,
AFRO250,,,,,,,,,,,,
AFRO259/ENGL259/CWL259,,,,,,,,,,,,
CWL260/ENGL260/AFRO260,,,,,,,,,,,,
ANTH261/AFRO261,,,,,,,,,,,,
AFRO275/HIST275,,,,,,,,,,,,
HIST276/AFRO276,,,,,,,,,,,,
GWS287/HIST287/AFRO287,,,,,,,,,,,,
HIST284/AFRO290,AFRO201/AAS201/PS201/LLS201,HIST174/AFRO101,HIST276/AFRO276,SOCW225,HIST172,,,,,,,
SOCW225,,,,,,,,,,,,
HIST172,,,,,,,,,,,,
AFRO298,AFRO100,HIST174/AFRO101,,,,,,,,,,
PSYC312/AFRO312,PSYC100,,,,,,,,,,,
PSYC100,,,,,,,,,,,,
AFRO315/PS315,PS101,,,,,,,,,,,
AFRO340/DANC340,,,,,,,,,,,,
PS341/AFRO341,PS240,PS241,,,,,,,,,,
PS240,,,,,,,,,,,,
PS241,,,,,,,,,,,,
SOC325/AFRO342,,,,,,,,,,,,
HIST384/AFRO372,HIST174/AFRO101,HIST276/AFRO276,SOC225,,,,,,,,,
SOC225,SOC100,SOC163,SOC101,,,,,,,,,
AFRO373,AFRO100,HIST174/AFRO101,CWL260/ENGL260/AFRO260,ANTH261/AFRO261,HIST276/AFRO276,,,,,,,
AFRO378/HIST389,,,,,,,,,,,,
GWS380/AFRO380,AFRO100,GWS250,HDFS140/SOC130/GWS100,,,,,,,,,
AFRO381/MACS381,,,,,,,,,,,,
HDFS324/AFRO382,,,,,,,,,,,,
HIST383/GWS383/AFRO383,AFRO100,HIST174/AFRO101,AFRO103/AFST103/GWS103,,,,,,,,,
AFRO398,CWL226/AFRO224,AFRO259/ENGL259/CWL259,CWL260/ENGL260/AFRO260,AFRO275/HIST275,HIST276/AFRO276,,,,,,,
AFRO400/CWL400,ANTH261/AFRO261,,,,,,,,,,,
AFRO407/HIST407,,,,,,,,,,,,
AFRO410/PSYC410,PSYC201,,,,,,,,,,,
PSYC201,PSYC100,PSYC103,,,,,,,,,,
AFRO411/PSYC416,AFRO100,,,,,,,,,,,
GWS415/AFRO415/AFST420,AFRO103/AFST103/GWS103,,,,,,,,,,,
AFRO421/EPOL410/HDFS424,,,,,,,,,,,,
HIST482/AFRO460,AFRO100,HIST174/AFRO101,,,,,,,,,,
HIST483/AFRO466,AFRO100,HIST174/AFRO101,,,,,,,,,,
AFRO474/HIST478,HIST174/AFRO101,HIST276/AFRO276,,,,,,,,,,
SOC472/AFRO481/UP481,,,,,,,,,,,,
AFRO482/JOUR482,,,,,,,,,,,,
AFRO490,AFRO100,,,,,,,,,,,
AFRO495,AFRO100,AFRO220,AFRO490,,,,,,,,,
AFRO498,,,,,,,,,,,,
AFST111/HIST111,,,,,,,,,,,,
HIST112/AFST112,,,,,,,,,,,,
AFST199,,,,,,,,,,,,
FR240/LAST240/AFST209/CWL225,,,,,,,,,,,,
ENGL211/AFST210/CWL210,,,,,,,,,,,,
REL215/AFST213/HIST213,,,,,,,,,,,,
SOC222/AFST222/PS242/ANTH222,,,,,,,,,,,,
AFST231/SWAH201,,,,,,,,,,,,
SWAH202/AFST232,AFST231/SWAH201,,,,,,,,,,,
AFST241/WLOF201,,,,,,,,,,,,
WLOF202/AFST242,AFST241/WLOF201,,,,,,,,,,,
ZULU201/AFST251,,,,,,,,,,,,
ZULU202/AFST252,ZULU201/AFST251,,,,,,,,,,,
AFST312/ARTH312,,,,,,,,,,,,
AFST313/ARTH313,,,,,,,,,,,,
EPOL325/AFST325/REES325/LAST325/SAME325/EURO325/EPS325/INFO325/ASST325,,,,,,,,,,,,
AFST338/HIST338,,,,,,,,,,,,
AFST405/SWAH407,SWAH406/AFST436,,,,,,,,,,,
SWAH406/AFST436,SWAH405/AFST435,,,,,,,,,,,
SWAH408/AFST406,AFST405/SWAH407,,,,,,,,,,,
AFST407/SWAH409,SWAH408/AFST406,,,,,,,,,,,
SWAH410/AFST408,AFST407/SWAH409,,,,,,,,,,,
ENGL470/AFST410/CWL410,ENGL211/AFST210/CWL210,SOC222/AFST222/PS242/ANTH222,,,,,,,,,,
AFST412/LING412,,,,,,,,,,,,
LGLA408/AFST418,,,,,,,,,,,,
AFST421/ARTH413,,,,,,,,,,,,
SWAH403/AFST433,,,,,,,,,,,,
AFST434/SWAH404,SWAH403/AFST433,,,,,,,,,,,
SWAH405/AFST435,AFST434/SWAH404,,,,,,,,,,,
AFST443/WLOF403,WLOF202/AFST242,,,,,,,,,,,
WLOF404/AFST444,AFST443/WLOF403,,,,,,,,,,,
AFST445/WLOF405,WLOF404/AFST444,,,,,,,,,,,
AFST446/WLOF406,AFST445/WLOF405,,,,,,,,,,,
AFST447/WLOF407,AFST446/WLOF406,,,,,,,,,,,
AFST451/ZULU403,ZULU202/AFST252,,,,,,,,,,,
AFST452/ZULU404,AFST451/ZULU403,,,,,,,,,,,
AFST453/ZULU405,AFST452/ZULU404,,,,,,,,,,,
ZULU406/AFST454,AFST453/ZULU405,,,,,,,,,,,
LING469/AFST469,LING400,LING100,,,,,,,,,,
LING400,,,,,,,,,,,,
LING100,,,,,,,,,,,,
AFST490,,,,,,,,,,,,
AFST495,,,,,,,,,,,,
AGCM199,,,,,,,,,,,,
AGCM220/NRES220/ENVS220,,,,,,,,,,,,
AGCM230,,,,,,,,,,,,
AGCM250,,,,,,,,,,,,
AGCM270,,,,,,,,,,,,
AGCM310,,,,,,,,,,,,
AGCM315,,,,,,,,,,,,
AGCM330/ENVS330/NRES330,,,,,,,,,,,,
AGCM375,,,,,,,,,,,,
AGCM380,AGCM220/NRES220/ENVS220,,,,,,,,,,,
AGCM398/ALEC398,,,,,,,,,,,,
AGCM420,,,,,,,,,,,,
AGCM495,,,,,,,,,,,,
AGCM499,,,,,,,,,,,,
AGED199,,,,,,,,,,,,
AGED220,,,,,,,,,,,,
AGED250,AGED220,,,,,,,,,,,
AGED293,,,,,,,,,,,,
AGED295,,,,,,,,,,,,
AGED350,AGED250,,,,,,,,,,,
AGED396,,,,,,,,,,,,
AGED410,,,,,,,,,,,,
AGED420,AGED220,,,,,,,,,,,
AGED421,AGED420,,,,,,,,,,,
AGED430,PSYC100,AGED220,HDFS105,,,,,,,,,
HDFS105,,,,,,,,,,,,
AGED450,AGED420,,,,,,,,,,,
AGED496,,,,,,,,,,,,
AGED498,,,,,,,,,,,,
AGED499,,,,,,,,,,,,
AHS125,,,,,,,,,,,,
AHS199,,,,,,,,,,,,
AHS292,,,,,,,,,,,,
AHS399,,,,,,,,,,,,
AHS494,,,,,,,,,,,,
AIS102,,,,,,,,,,,,
AIS140,,,,,,,,,,,,
ANTH165/AIS165,,,,,,,,,,,,
AIS199,,,,,,,,,,,,
AIS214/PS214,,,,,,,,,,,,
AIS265/ENGL265,,,,,,,,,,,,
ENGL275/MACS275/AIS275,,,,,,,,,,,,
HIST277/AIS277,,,,,,,,,,,,
HIST278/AIS278,,,,,,,,,,,,
AIS280,,,,,,,,,,,,
AIS285,,,,,,,,,,,,
AIS288/HIST288/ANTH288,,,,,,,,,,,,
AIS291,,,,,,,,,,,,
AIS430,,,,,,,,,,,,
AIS451,,,,,,,,,,,,
AIS459/ENGL459,,,,,,,,,,,,
MACS461/AIS461,,,,,,,,,,,,
AIS481/EPOL404,,,,,,,,,,,,
AIS490,,,,,,,,,,,,
AIS491,,,,,,,,,,,,
ALEC110,,,,,,,,,,,,
ALEC115,,,,,,,,,,,,
ALEC293,,,,,,,,,,,,
ALEC294,,,,,,,,,,,,
ALEC295,,,,,,,,,,,,
ALEC393,ALEC110,,,,,,,,,,,
ALEC396,,,,,,,,,,,,
ALEC451,,,,,,,,,,,,
ALEC490,,,,,,,,,,,,
ALEC491,ALEC490,,,,,,,,,,,
ALEC492,ALEC490,,,,,,,,,,,
ALEC494,,,,,,,,,,,,
ALEC499,,,,,,,,,,,,
ANSC100,,,,,,,,,,,,
ANSC101,,,,,,,,,,,,
ANSC103,ANSC100,,,,,,,,,,,
ANSC110,,,,,,,,,,,,
ANSC120,,,,,,,,,,,,
ANSC199,,,,,,,,,,,,
ANSC201,ANSC100,,,,,,,,,,,
ANSC204,ANSC100,,,,,,,,,,,
ANSC205,,,,,,,,,,,,
ANSC206,,,,,,,,,,,,
ANSC207,,,,,,,,,,,,
ANSC210,,,,,,,,,,,,
ANSC211,,,,,,,,,,,,
ANSC215,,,,,,,,,,,,
ANSC221,ANSC100,CHEM103,CHEM102,,,,,,,,,
CHEM103,CHEM102,,,,,,,,,,,
CHEM102,MATH112,,,,,,,,,,,
ANSC222,ANSC100,CHEM103,CHEM102,,,,,,,,,
ANSC223,ANSC100,ANSC221,CHEM105,CHEM104,,,,,,,,
CHEM105,CHEM103,CHEM102,CHEM104,,,,,,,,,
CHEM104,CHEM102,CHEM202/CHEM203,,,,,,,,,,
ANSC224,ANSC100,ANSC221,,,,,,,,,,
ANSC250,,,,,,,,,,,,
ANSC251,,,,,,,,,,,,
ANSC255,,,,,,,,,,,,
ANSC256,,,,,,,,,,,,
ANSC298,,,,,,,,,,,,
ANSC301,ANSC223,ANSC224,,,,,,,,,,
ANSC305,,,,,,,,,,,,
ANSC306,ANSC206,ANSC222,ANSC224,,,,,,,,,
ANSC307,ANSC221,ANSC222,ANSC223,ANSC224,,,,,,,,
ANSC309,,,,,,,,,,,,
ANSC310,ANSC215,,,,,,,,,,,
ANSC312,ANSC211,,,,,,,,,,,
ANSC313,,,,,,,,,,,,
ANSC314,ANSC204,ANSC215,,,,,,,,,,
ANSC322,ANSC223,,,,,,,,,,,
ANSC350,ANSC221,CHEM105,CHEM104,,,,,,,,,
ANSC363,ANSC100,,,,,,,,,,,
ANSC366/IB329/PSYC329/ANTH342,,,,,,,,,,,,
ANSC370,ANSC250,,,,,,,,,,,
ANSC398,,,,,,,,,,,,
ANSC400,ANSC201,,,,,,,,,,,
