"CIV ENG 3116  Construction Materials, Properties And Testing (LAB 1.0 and LEC 2.0)"
CIV ENG 3201  Structural Analysis I (LAB 1.0 and LEC 2.0)
CIV ENG 3210  Structural Design in Metals (LAB 1.0 and LEC 2.0)
CIV ENG 3220  Reinforced Concrete Design (LAB 1.0 and LEC 2.0)
CIV ENG 3330  Engineering Fluid Mechanics (LEC 3.0)
CIV ENG 3333  Engineering Hydrology (LAB 1.0 and LEC 2.0)
CIV ENG 3334  Water Resources Engineering (LAB 1.0 and LEC 3.0)
CIV ENG 3335  Hydraulic Engineering (LAB 1.0 and LEC 2.0)
CIV ENG 3500  Transportation Engineering (LAB 1.0 and LEC 2.0)
CIV ENG 3615  Water And Wastewater Engineering (LEC 3.0)
CIV ENG 3715  Fundamentals of Geotechnical Engineering (LAB 1.0 and LEC 2.0)
CIV ENG 3842  Fundamentals of Building Systems (LEC 3.0)
CIV ENG 4001  Special Topics (LAB 1.0 and LEC 2.0)
CIV ENG 4010  Senior Seminar: Engineering In A Global Society (RSD 1.0)
CIV ENG 4097  Senior Design Project (LEC 3.0)
CIV ENG 4099  Undergraduate Research (IND 0.0-6.0)
"CIV ENG 4447  Ethical, Legal and Professional Engineering Practice (LEC 2.0)"
CIV ENG 4448  Fundamentals Of Construction Engineering & Management (LEC 3.0)
CIV ENG 4729  Foundation Engineering (LEC 3.0)
CIV ENG 5000  Special Problems (IND 0.0-6.0)
CIV ENG 5001  Special Topics (LAB 0.0 and LEC 0.0)
CIV ENG 5010  Seminar (LEC 1.0)
CIV ENG 5070  Teaching Engineering (LEC 3.0)
CIV ENG 5112  Bituminous Materials (LAB 1.0 and LEC 2.0)
CIV ENG 5113  Composition And Properties Of Concrete (LEC 3.0)
CIV ENG 5117  Asphalt Pavement Design (LEC 3.0)
CIV ENG 5118  Smart Materials And Sensors (LAB 1.0 and LEC 2.0)
CIV ENG 5156  Pavement Design (LEC 3.0)
CIV ENG 5203  Applied Mechanics In Structural Engineering (LEC 3.0)
CIV ENG 5205  Structural Analysis II (LEC 3.0)
CIV ENG 5206  Low-Rise Building Analysis and Design (LEC 3.0)
CIV ENG 5207  Computer Methods of Structural Analysis (LEC 3.0)
CIV ENG 5208  Structural Dynamics (LEC 3.0)
CIV ENG 5209  Wind Engineering (LEC 3.0)
CIV ENG 5210  Advanced Steel Structures Design (LEC 3.0)
CIV ENG 5220  Advanced Concrete Structures Design (LEC 3.0)
CIV ENG 5222  Prestressed Concrete Design (LEC 3.0)
CIV ENG 5231  Infrastructure Strengthening with Composites (LEC 3.0)
CIV ENG 5250  Air Transportation (LAB 1.0 and LEC 2.0)
CIV ENG 5260  Analysis And Design Of Wood Structures (LEC 3.0)
CIV ENG 5270  Structural Masonry Design (LEC 3.0)
CIV ENG 5330  Unsteady Flow Hydraulics (LEC 3.0)
CIV ENG 5331  Hydraulics Of Open Channels (LEC 3.0)
CIV ENG 5332  Transport Processes in Environmental Flows (LEC 3.0)
CIV ENG 5333  Intermediate Hydraulic Engineering (LEC 3.0)
CIV ENG 5335  Water Infrastructure Engineering (LAB 1.0 and LEC 2.0)
CIV ENG 5337  River Mechanics And Sediment Transport (LEC 3.0)
CIV ENG 5338  Hydrologic Engineering (LEC 3.0)
CIV ENG 5360  Water Resources And Wastewater Engineering (LEC 3.0)
CIV ENG 5404  Legal Aspects Of Boundary Surveying (LEC 3.0)
CIV ENG 5406  Surveying Systems (LEC 3.0)
CIV ENG 5441  Professional Aspects Of Engineering Practice (LEC 3.0)
CIV ENG 5442  Construction Planning and Scheduling Strategies (LEC 3.0)
CIV ENG 5445  Construction Methods (LEC 3.0)
CIV ENG 5446  Management Of Construction Costs (LEC 3.0)
CIV ENG 5448  Green Engineering: Analysis of Constructed Facilities (LEC 3.0)
CIV ENG 5449  Engineering and Construction Contract Specifications (LEC 3.0)
CIV ENG 5451  Information Technology Applications in the Construction Industry (LEC 3.0)
CIV ENG 5452  Pre-Project Planning and Feasibility Studies (LEC 3.0)
CIV ENG 5453  Logistics for Construction Industry (LEC 3.0)
CIV ENG 5454  Construction Technology for High-Rise Buildings (LEC 3.0)
CIV ENG 5455  Construction Industry Best Practices (LEC 3.0)
CIV ENG 5510  Geometric Design Of Highways (LAB 1.0 and LEC 2.0)
CIV ENG 5513  Traffic Engineering (LEC 3.0)
CIV ENG 5515  Advanced Traffic Operations and Capacity Analysis (LEC 3.0)
CIV ENG 5605  Environmental Systems Modeling (LEC 3.0)
CIV ENG 5619  Environmental Engineering Design (LAB 1.0 and LEC 2.0)
CIV ENG 5630  Remediation of Contaminated Groundwater and Soil (LAB 1.0 and LEC 2.0)
CIV ENG 5635  Phytoremediation and Natural Treatment Systems: Science and Design (LEC 3.0)
CIV ENG 5640  Environmental Law And Regulations (LEC 3.0)
"CIV ENG 5642  Sustainability, Population, Energy, Water, and Materials (LEC 3.0)"
CIV ENG 5650  Public Health Engineering (LEC 3.0)
CIV ENG 5660  Introduction To Air Pollution (LEC 3.0)
CIV ENG 5662  Air Pollution Control Methods (LEC 3.0)
CIV ENG 5665  Indoor Air Pollution (LEC 3.0)
CIV ENG 5670  Solid Waste Management (LEC 3.0)
CIV ENG 5702  Geomatics (LEC 3.0)
CIV ENG 5715  Intermediate Soil Mechanics (LEC 3.0)
CIV ENG 5716  Geotechnical Earthquake Engineering (LEC 3.0)
CIV ENG 5729  Foundation Engineering II (LEC 3.0)
CIV ENG 5744  Geosynthetics in Engineering (LEC 3.0)
CIV ENG 5750  Transportation Applications of Geophysics (LAB 1.0 and LEC 2.0)
COMP ENG 1200  Introduction to Digital Electronics (LEC 3.0)
COMP ENG 2001  Special Topics (LEC 0.0-6.0)
COMP ENG 2210  Introduction to Digital Logic (LEC 3.0)
COMP ENG 2211  Computer Engineering Laboratory (LAB 1.0)
COMP ENG 3000  Special Problems (IND 1.0-6.0)
COMP ENG 3001  Special Topics (LEC 1.0-6.0)
COMP ENG 3002  Cooperative Engineering Training (IND 1.0)
COMP ENG 3110  Computer Organization and Design (LEC 3.0)
COMP ENG 3150  Introduction to Microcontrollers and Embedded System Design (LEC 3.0)
COMP ENG 3151  Digital Engineering Lab II (LAB 1.0)
COMP ENG 4000  Special Problems (IND 1.0-6.0)
COMP ENG 4001  Special Topics (LAB 0.0 and LEC 0.0)
COMP ENG 4096  Computer Engineering Senior Project I (LAB 0.50 and RSD 0.50)
COMP ENG 4097  Computer Engineering Senior Project II (LAB 3.0)
COMP ENG 4099  Undergraduate Research (IND 1.0-6.0)
COMP ENG 5000  Special Problems (IND 1.0-6.0)
COMP ENG 5001  Special Topics (LEC 1.0-6.0)
COMP ENG 5040  Oral Examination (IND 0.0)
COMP ENG 5070  Teaching Engineering (LEC 3.0)
COMP ENG 5085  Internship (IND 1.0-15)
COMP ENG 5099  Special Research And Thesis (IND 1.0-15)
COMP ENG 5110  Principles of Computer Architecture (LEC 3.0)
COMP ENG 5120  Digital Computer Design (LEC 3.0)
COMP ENG 5130  Advanced Microcomputer System Design (LEC 3.0)
COMP ENG 5151  Digital Systems Design Laboratory (LAB 1.0 and LEC 2.0)
COMP ENG 5160  Embedded Processor System Design (LEC 3.0)
COMP ENG 5170  Real-Time Systems (LEC 3.0)
COMP ENG 5210  Introduction To VLSI Design (LEC 3.0)
COMP ENG 5220  Digital System Modeling (LEC 3.0)
COMP ENG 5230  Quantum Computing (LEC 3.0)
COMP ENG 5310  Computational Intelligence (LEC 3.0)
COMP ENG 5320  Game Theory for Computing (LEC 3.0)
COMP ENG 5410  Introduction to Computer Communication Networks (LEC 3.0)
COMP ENG 5420  Introduction to Network Security (LEC 3.0)
COMP ENG 5430  Wireless Networks (LAB 1.0 and LEC 2.0)
COMP ENG 5450  Digital Image Processing (LEC 3.0)
COMP ENG 5460  Machine Vision (LEC 3.0)
COMP ENG 5510  Fault-Tolerant Digital Systems (LEC 3.0)
COMP ENG 5610  Real-Time Digital Signal Processing (LAB 1.0 and LEC 2.0)
COMP ENG 5620  Signal Integrity in High-Speed Digital & Mixed Signal Design (LEC 3.0)
COMP ENG 5803  Mathematical Logic I (LEC 3.0)
COMP ENG 5820  Mechatronics (LAB 1.0 and LEC 2.0)
COMP ENG 5880  Introduction to Robotics (LEC 3.0)
COMP SCI 1000  Special Problems (IND 0.0-6.0)
COMP SCI 1001  Special Topics (LAB 0.0-6.0)
COMP SCI 1010  Introduction To Computer Science (LEC 1.0)
COMP SCI 1200  Discrete Mathematics for Computer Science (LEC 3.0)
COMP SCI 1500  Computational Problem Solving (LAB 1.0 and LEC 2.0)
COMP SCI 1570  Introduction To C++ Programming (LEC 3.0)
COMP SCI 1575  Data Structures (LEC 3.0)
COMP SCI 1580  Introduction To Programming Laboratory (LAB 1.0)
COMP SCI 1585  Data Structures Laboratory (LAB 1.0)
COMP SCI 1911  Computer Science Concepts (LEC 3.0)
COMP SCI 1970  Basic Scientific Programming (LEC 2.0)
COMP SCI 1971  Introduction To Programming Methodology (LEC 2.0)
COMP SCI 1972  Introduction to MATLAB Programming (LEC 2.0)
COMP SCI 1980  Computer Programming Laboratory (LAB 1.0)
COMP SCI 1981  Programming Methodology Laboratory (LAB 1.0)
COMP SCI 1982  MATLAB Programming Laboratory (LAB 1.0)
COMP SCI 2000  Special Problems (IND 0.0-6.0)
COMP SCI 2001  Special Topics (LAB 0.0 and LEC 0.0)
COMP SCI 2002  Cooperative Work Training (IND 1.0-5.0)
COMP SCI 2200  Theory of Computer Science (LEC 3.0)
COMP SCI 2300  File Structures and Introduction to Database Systems (LEC 3.0)
COMP SCI 2500  Algorithms (LEC 3.0)
COMP SCI 2501  Java and Object Oriented Design (LEC 3.0)
COMP SCI 2889  Introduction To Computer Organization And Assembly (LEC 3.0)
COMP SCI 3000  Special Problems (IND 0.0-6.0)
COMP SCI 3001  Special Topics (LAB 0.0 and LEC 0.0)
COMP SCI 3010  Seminar (IND 0.0-6.0)
COMP SCI 3100  Software Engineering I (LEC 3.0)
COMP SCI 3200  Introduction To Numerical Methods (LEC 3.0)
COMP SCI 3402  Introduction to Data Science (LEC 3.0)
COMP SCI 3500  Programming Languages And Translators (LEC 3.0)
COMP SCI 3601  Digital Forensics (LEC 3.0)
COMP SCI 3610  Introduction to Computer Networks (LEC 3.0)
COMP SCI 3800  Introduction to Operating Systems (LEC 3.0)
COMP SCI 3803  Computer Organization (LEC 3.0)
COMP SCI 4000  Special Problems (IND 0.0-6.0)
COMP SCI 4001  Special Topics (LAB 0.0 and LEC 0.0)
COMP SCI 4010  Seminar (RSD 1.0)
COMP SCI 4090  Software Engineering Capstone I (LEC 3.0)
COMP SCI 4091  Software Engineering Capstone II (LEC 3.0)
COMP SCI 4096  Software Systems Development I (LEC 3.0)
COMP SCI 4097  Software Systems Development II (LEC 3.0)
COMP SCI 4099  Undergraduate Research (IND 0.0-6.0)
COMP SCI 4489  Multimedia Systems (LEC 3.0)
COMP SCI 4601  Computer Network Concepts And Technology (LEC 3.0)
COMP SCI 4610  Computer Security (LEC 3.0)
COMP SCI 4700  Intellectual Property For Computer Scientists (LEC 3.0)
COMP SCI 5000  Special Problems (IND 0.0-6.0)
COMP SCI 5001  Special Topics (LEC 0.0-6.0)
COMP SCI 5040  Oral Examination (IND 0.0)
COMP SCI 5099  Research (IND 0.0-16)
COMP SCI 5100  Agile Software Development (LEC 3.0)
COMP SCI 5101  Software Testing And Quality Assurance (LEC 3.0)
COMP SCI 5102  Object-Oriented Analysis And Design (LEC 3.0)
COMP SCI 5200  Analysis Of Algorithms (LEC 3.0)
COMP SCI 5201  Object-Oriented Numerical Modeling I (LEC 3.0)
COMP SCI 5202  Object-Oriented Numerical Modeling II (LEC 3.0)
COMP SCI 5203  Mathematical Logic I (LEC 3.0)
COMP SCI 5204  Regression Analysis (LEC 3.0)
COMP SCI 5205  Real-Time Systems (LEC 3.0)
COMP SCI 5300  Database Systems (LEC 3.0)
COMP SCI 5400  Introduction To Artificial Intelligence (LEC 3.0)
COMP SCI 5401  Evolutionary Computing (LEC 3.0)
COMP SCI 5402  Introduction to Data Mining (LEC 3.0)
COMP SCI 5403  Introduction to Robotics (LEC 3.0)
COMP SCI 5404  Introduction to Computer Vision (LEC 3.0)
COMP SCI 5405  Java Gui & Visualization (LEC 3.0)
COMP SCI 5406  Interactive Computer Graphics (LEC 3.0)
COMP SCI 5407  Introduction to Virtual Reality (LEC 3.0)
COMP SCI 5408  Game Theory for Computing (LEC 3.0)
COMP SCI 5409  Applied Social Network Analysis (LEC 3.0)
COMP SCI 5420  Introduction to Machine Learning (LEC 3.0)
COMP SCI 5500  The Structure of a Compiler (LEC 3.0)
COMP SCI 5600  Advanced Computer Networks (LEC 3.0)
COMP SCI 5601  Security Operations & Program Management (LEC 3.0)
COMP SCI 5602  Introduction to Cryptography (LEC 3.0)
COMP SCI 5700  Bioinformatics (LEC 3.0)
COMP SCI 5701  Experiential Entrepreneurship for Computer Scientists (LEC 3.0)
COMP SCI 5800  Distributed Computing (LEC 3.0)
COMP SCI 5801  The Structure Of Operating Systems (LEC 3.0)
COMP SCI 5802  Introduction to Parallel Programming and Algorithms (LEC 3.0)
COMP SCI 5803  Introduction to High Performance Computer Architecture (LEC 3.0)
ECON 1000  Special Problems (IND 1.0-6.0)
ECON 1001  Special Topics (IND 0.0-6.0)
ECON 1100  Principles Of Microeconomics (LEC 3.0)
ECON 1200  Principles Of Macroeconomics (LEC 3.0)
ECON 1300  Business And Economic Statistics I (LEC 3.0)
ECON 2000  Special Problems (IND 1.0-6.0)
ECON 2001  Special Topics (LEC 0.0-6.0)
ECON 2100  Intermediate Microeconomic Theory (LEC 3.0)
ECON 2114  Managerial Economics (LEC 3.0)
ECON 2200  Intermediate Macroeconomic Theory (LEC 3.0)
ECON 3000  Special Problems (IND 0.0-6.0)
ECON 3001  Special Topics (IND 0.0 and LAB 0.0 and LEC 0.0)
ECON 3300  Introduction to Econometrics (LEC 3.0)
ECON 3333  Computational Economics (LEC 3.0)
ECON 3512  Mining Industry Economics (LEC 3.0)
ECON 3810  Law And Economics (LEC 3.0)
ECON 3830  History Of Economic Thought (LEC 3.0)
ECON 3880  Introduction to Sports Economics (LEC 3.0)
ECON 4000  Special Problems (IND 0.0-6.0)
ECON 4001  Special Topics (LAB 0.0 and LEC 0.0)
ECON 4010  Seminar (RSD 0.0-6.0)
ECON 4085  Internship (IND 0.0-6.0)
ECON 4120  Micro and Macro Economics Essentials (LEC 1.5)
ECON 4130  Network Economy (LEC 3.0)
ECON 4230  Money And Banking (LEC 3.0)
ECON 4300  Research Methods and Applications in Economics and Business (LAB 1.0 and LEC 2.0)
ECON 4310  Mathematical Economics (LEC 3.0)
ECON 4350  Statistical Models in Actuarial Science (LEC 3.0)
ECON 4383  Financial Economics (LEC 3.0)
ECON 4410  Public Finance (LEC 3.0)
ECON 4430  Cost-Benefit Analysis (LEC 3.0)
ECON 4440  Environmental And Natural Resource Economics (LEC 3.0)
ECON 4512  Mine Management (LEC 3.0)
ECON 4538  Advanced Econometrics (LEC 3.0)
ECON 4540  Energy Economics (LEC 3.0)
ECON 4641  Foundations of Sustainability (LEC 3.0)
ECON 4642  Introduction to Global Eco- and Social-preneurship and Innovation (LEC 3.0)
ECON 4643  Ethical Problems in a Global Environment (LEC 3.0)
ECON 4710  International Trade (LEC 3.0)
ECON 4720  International Finance (LEC 3.0)
ECON 4730  Economic Development (LEC 3.0)
ECON 4820  Labor Economics (LEC 3.0)
ECON 4860  Problems In Economic Policy (LEC 3.0)
ECON 5000  Special Problems (IND 0.0-6.0)
ECON 5001  Special Topics (LAB 0.0 and LEC 0.0)
ECON 5010  Seminar (RSD 0.0-6.0)
ECON 5120  Advanced Micro and Macro Economics Essentials (LEC 1.5)
ECON 5310  Advanced Mathematical Economics (LEC 3.0)
ECON 5330  Econometric Methods (LAB 1.0 and LEC 2.0)
ECON 5337  Financial Mathematics (LEC 3.0)
ECON 5342  Advanced Finance (LEC 3.0)
ECON 5350  Data Intelligence using Case Studies (LEC 3.0)
ECON 5360  Data Driven Strategic Insights (LEC 3.0)
ECON 5430  Advanced Cost-Benefit Analysis (LEC 3.0)
ECON 5532  Advanced Mining Economics (LEC 3.0)
"ECON 5644  Creativity, Innovation, and Sustainability (LEC 3.0)"
ECON 5710  Advanced International Trade (LEC 3.0)
ECON 5720  Advanced International Finance (LEC 3.0)
ECON 5820  Advanced Labor Economics (LEC 3.0)
EDUC 1000  Special Problems (IND 0.0-6.0)
EDUC 1001  Special Topics (IND 0.0-6.0)
EDUC 1040  Perspectives In Education (LEC 2.0)
EDUC 1055  Introduction to Early Childhood Education (LEC 3.0)
EDUC 1104  Teacher Field Experience I (LAB 1.0)
EDUC 1164  Teacher Field Experience II (LAB 2.0)
EDUC 1174  School Organization and Administration For Teachers (LEC 2.0)
"EDUC 1221  Health, Nutrition, and Safety in Early Childhood Education (LEC 3.0)"
EDUC 1820  Early Childhood Program Management (LEC 3.0)
EDUC 2000  Special Problems (IND 0.0-6.0)
EDUC 2001  Special Topics (LEC 0.0-6.0)
EDUC 2102  Educational Psychology (LEC 3.0)
EDUC 2251  Historical Foundation Of American Education (LEC 3.0)
EDUC 2310  Education Of The Exceptional Child (LEC 3.0)
"EDUC 2401  School, Family, and Community Partnerships (LEC 3.0)"
EDUC 2440  Observation and Assessment of Young Children (LAB 1.0 and LEC 2.0)
EDUC 3000  Special Problems (IND 0.0-6.0)
EDUC 3001  Special Topics (LEC 0.0-6.0)
EDUC 3203  Introduction to STEM Education (LEC 3.0)
EDUC 3211  Child Development (LEC 3.0)
EDUC 3215  Teaching Reading in Elementary and Early Childhood Settings (LEC 3.0)
EDUC 3216  Instructional Literacy in the Content Area (LEC 3.0)
EDUC 3217  Analysis and Correction of Reading Difficulties (LEC 3.0)
EDUC 3218  Language Arts for Elementary and Early Childhood Teachers (LEC 3.0)
EDUC 3220  Teaching Science in the Elementary and Early Childhood Classroom (LEC 3.0)
EDUC 3221  Methods of Teaching Math (LEC 3.0)
EDUC 3222  Geometric Concepts for Elementary Teachers (LEC 3.0)
EDUC 3280  Instructional Strategies in the Content Area (LEC 3.0)
EDUC 3290  Coordination of Cooperative Education (LEC 3.0)
EDUC 3298  Teacher Field Experience III (LAB 1.0)
EDUC 3305  Philosophy And Administration Of The Middle School (LEC 3.0)
EDUC 3311  Psychological & Educational Development Of The Adolescent (LEC 3.0)
EDUC 3335  Curriculum And Instruction Of The Middle School (LEC 3.0)
EDUC 3340  Assessment of Student Learning (LEC 3.0)
EDUC 3350  Social Studies In The Elementary School (LEC 3.0)
EDUC 3430  Diverse Literature for Children (LEC 3.0)
EDUC 3530  Teaching Integrated Social Studies and Humanities (LEC 3.0)
EDUC 4298  Student Teaching Seminar (LEC 1.0)
EDUC 4299  Student Teaching (LAB 12)
EDUC 4315  Advanced Adolescent Development (LEC 3.0)
EDUC 4320  Assessment and Evaluation in Special Education (LEC 3.0)
EDUC 4325  Language Development for Exceptional Learners (LEC 3.0)
EDUC 4330  Collaborative Consultation in Special Education (LEC 3.0)
EDUC 4375  Cross Categorical Special Education (LEC 3.0)
EDUC 4380  Methods in Cross-Categorical Special Ed (LEC 3.0)
EDUC 4410  Behavior Management in Special Education (LEC 3.0)
EDUC 4600  Learning Problems in Math (LEC 3.0)
EDUC 5100  PLTW Training (LEC 0.0-8.0)
EDUC 5150  Teacher Leadership within Educational System (LEC 3.0)
EDUC 5220  Instructional Coaching and Mentoring (LEC 3.0)
EDUC 5225  Curriculum Development and Assessment (LEC 3.0)
EDUC 5330  Community-Based Participatory Action Research (LEC 3.0)
EDUC 5370  Teachers Academy: Effective Instructional Strategies (LEC 3.0)
EDUC COOP  Cooperative Work Program (IND 0.0)
ELEC ENG 1010  Transfer Student Seminar (LEC 0.50)
ELEC ENG 2001  Special Topics (LEC 0.0-6.0)
ELEC ENG 2100  Circuits I (LEC 3.0)
ELEC ENG 2101  Circuit Analysis Laboratory I (LAB 1.0)
ELEC ENG 2120  Circuits II (LEC 2.5 and RSD 0.50)
ELEC ENG 2200  Introduction to Electronic Devices (LEC 3.0)
ELEC ENG 2201  Electronic Devices Laboratory (LAB 1.0)
ELEC ENG 2800  Electrical Circuits (LEC 3.0)
ELEC ENG 3000  Special Problems (IND 1.0-6.0)
ELEC ENG 3001  Special Topics (LAB 0.0 and LEC 0.0)
ELEC ENG 3002  Cooperative Engineering Training (IND 1.0)
ELEC ENG 3100  Electronics I (LEC 3.0)
ELEC ENG 3101  Electronics I Laboratory (LAB 1.0)
ELEC ENG 3120  Electronics II (LEC 3.0)
ELEC ENG 3121  Electronics II Laboratory (LAB 1.0)
ELEC ENG 3250  Electronic And Photonic Devices (LEC 3.0)
ELEC ENG 3320  Control Systems (LEC 3.0)
ELEC ENG 3321  Control Systems Laboratory (LAB 1.0)
ELEC ENG 3340  Basic Programmable Logic Controllers (LAB 1.0 and LEC 2.0)
ELEC ENG 3410  Digital Signal Processing (LEC 3.0)
ELEC ENG 3411  Discrete Linear Systems Laboratory (LAB 1.0)
ELEC ENG 3430  Digital Communications I (LEC 3.0)
ELEC ENG 3431  Digital Communication Laboratory (LAB 1.0)
ELEC ENG 3440  Digital Communications II (LEC 3.0)
ELEC ENG 3500  Electromechanics (LEC 3.0)
ELEC ENG 3501  Electromechanics Laboratory (LAB 1.0)
ELEC ENG 3540  Power System Design And Analysis (LEC 3.0)
ELEC ENG 3541  Power System Design And Analysis Laboratory (LAB 1.0)
ELEC ENG 3600  Electromagnetics (LEC 4.0)
ELEC ENG 4000  Special Problems (IND 0.0-6.0)
ELEC ENG 4001  Special Topics (LAB 0.0 and LEC 0.0)
ELEC ENG 4010  Senior Seminar (RSD 0.50)
ELEC ENG 4096  Electrical Engineering Senior Project I (LAB 0.50 and RSD 0.50)
ELEC ENG 4097  Electrical Engineering Senior Project II (LAB 3.0)
ELEC ENG 4099  Undergraduate Research (IND 0.0-6.0)
ELEC ENG 4380  Practicum in Automation Engineering (LAB 3.0)
ELEC ENG 5000  Special Problems (IND 0.0-6.0)
ELEC ENG 5001  Special Topics (LAB 0.0 and LEC 0.0)
ELEC ENG 5040  Oral Examination (IND 0.0)
ELEC ENG 5070  Teaching Engineering (LEC 3.0)
ELEC ENG 5085  Internship (IND 1.0-15)
ELEC ENG 5099  Special Research And Thesis (IND 0.0-15)
ELEC ENG 5100  Advanced Electronic Circuits (LEC 3.0)
ELEC ENG 5120  Communication Circuits (LEC 3.0)
ELEC ENG 5140  High-Frequency Amplifiers (LEC 3.0)
ELEC ENG 5150  Photovoltaic Systems Engineering (LEC 3.0)
ELEC ENG 5160  Computer-Aided Network Design (LEC 3.0)
ELEC ENG 5170  Introduction To Circuit Synthesis (LEC 3.0)
ELEC ENG 5200  Classical Optics (LEC 3.0)
ELEC ENG 5210  Fourier Optics (LEC 3.0)
ELEC ENG 5220  Fiber And Integrated Optics (LEC 3.0)
ELEC ENG 5250  Quantum Computing (LEC 3.0)
ELEC ENG 5270  Smart Materials And Sensors (LAB 1.0 and LEC 2.0)
ELEC ENG 5300  Digital Control (LEC 3.0)
ELEC ENG 5320  Neural Networks Control and Applications (LEC 3.0)
ELEC ENG 5325  Applied Nonlinear Control (LEC 3.0)
ELEC ENG 5330  Fuzzy Logic Control (LEC 3.0)
ELEC ENG 5340  Advanced PLC (LAB 1.0 and LEC 2.0)
ELEC ENG 5345  PLC Motion Control (LAB 1.0 and LEC 2.0)
ELEC ENG 5350  Plantwide Process Control (LEC 3.0)
"ELEC ENG 5355  Process Control System Safety, Security and Alarms (LEC 3.0)"
ELEC ENG 5360  System Simulation And Identification (LEC 3.0)
ELEC ENG 5380  Autonomous Mobile Robots (LEC 3.0)
ELEC ENG 5400  Digital Signal Processing II (LEC 3.0)
ELEC ENG 5420  Communications Systems II (LEC 3.0)
ELEC ENG 5430  Wireless Networks (LAB 1.0 and LEC 2.0)
ELEC ENG 5440  Stochastic Signal Analysis I (LEC 3.0)
ELEC ENG 5450  Digital Image Processing (LEC 3.0)
ELEC ENG 5460  Machine Vision (LEC 3.0)
ELEC ENG 5500  Electric Drive Systems (LEC 3.0)
ELEC ENG 5510  Electric-Drive Vehicles (LEC 3.0)
ELEC ENG 5520  Power Electronics (LEC 3.0)
ELEC ENG 5521  Power Electronics Laboratory (LAB 2.0)
ELEC ENG 5540  Power Systems Engineering (LEC 3.0)
ELEC ENG 5550  Electric Power Quality (LEC 3.0)
ELEC ENG 5570  Extra High Voltage Engineering (LEC 3.0)
ELEC ENG 5600  Interference Control in Electronic Systems (LEC 3.0)
ELEC ENG 5620  Signal Integrity in High-Speed Digital & Mixed Signal Design (LEC 3.0)
ELEC ENG 5630  Wave Propagation and Transmission Lines (LEC 3.0)
ELEC ENG 5640  Antennas and Propagation (LEC 3.0)
ELEC ENG 5650  Microwave and Millimeter Wave Engineering and Design (LEC 3.0)
ELEC ENG 5660  Microwave Principles For Mixed-Signal Design (LEC 3.0)
ELEC ENG 5670  Nondestructive Testing (LEC 3.0)
ELEC ENG 5680  Introduction to Radar Systems (LEC 3.0)
ELEC ENG 5810  Computational Intelligence (LEC 3.0)
ELEC ENG 5820  Introduction to Neural Networks and Applications (LEC 3.0)
ELEC ENG 5870  Mechatronics (LAB 1.0 and LEC 2.0)
ELEC ENG 5880  Introduction to Robotics (LEC 3.0)
ENG MGT 1001  Special Topics (IND 0.0-6.0)
ENG MGT 1100  Practical Concepts for Technical Managers (LEC 1.0)
ENG MGT 1210  Economic Analysis of Engineering Projects (LEC 2.0)
ENG MGT 2001  Special Topics (LAB 0.0 and LEC 0.0)
ENG MGT 2002  Cooperative Engineering Training (IND 0.0-6.0)
ENG MGT 2011  Competition Team Leadership (LEC 1.0)
ENG MGT 2012  Competition Team Communication (LAB 0.50 and LEC 0.50)
ENG MGT 2013  Competition Team Design (LAB 1.0)
ENG MGT 2110  Managing Engineering And Technology (LEC 3.0)
ENG MGT 2211  Engineering Accounting and Finance (LEC 3.0)
ENG MGT 2310  Introduction to System Engineering (LEC 3.0)
ENG MGT 3001  Special Topics (IND 0.0 and LAB 0.0 and LEC 0.0)
ENG MGT 3310  Operations and Production Management (LEC 3.0)
ENG MGT 3320  Introduction to Project Management (LEC 3.0)
ENG MGT 3510  Marketing Management (LEC 3.0)
ENG MGT 4000  Special Problems (IND 0.0-6.0)
ENG MGT 4001  Special Topics (LEC 0.0-6.0)
ENG MGT 4099  Undergraduate Research (IND 0.0-6.0)
ENG MGT 4110  General Management-Design and Integration (LEC 3.0)
ENG MGT 4281  Probabilistic Risk Assessment (LEC 3.0)
ENG MGT 4310  Materials Handling and Plant Layout (LAB 1.0 and LEC 2.0)
ENG MGT 4312  Risk Assessment and Reduction (LEC 3.0)
ENG MGT 4330  Human Factors (LEC 3.0)
ENG MGT 4710  Quality (LEC 3.0)
ENG MGT 4907  Engineering Management Senior Design (LEC 3.0)
ENG MGT 5000  Special Problems (IND 0.0-6.0)
ENG MGT 5001  Special Topics (LEC 0.0-6.0)
ENG MGT 5070  Teaching Engineering (LEC 3.0)
ENG MGT 5099  Research (IND 0.0-15)
ENG MGT 5110  Managerial Decision Making (LEC 3.0)
ENG MGT 5111  Management for Engineers and Scientists (LEC 3.0)
ENG MGT 5210  Economic Decision Analysis (LEC 3.0)
ENG MGT 5212  Intelligent Investing (LEC 3.0)
ENG MGT 5312  Advanced Risk Assessment and Reduction (LEC 3.0)
ENG MGT 5313  Packaging Management (LEC 3.0)
ENG MGT 5315  Interdisciplinary Problems In Manufacturing Automation (LAB 2.0 and LEC 1.0)
ENG MGT 5316  Safety Engineering Management (LEC 3.0)
ENG MGT 5320  Project Management (LEC 3.0)
ENG MGT 5330  Advanced Human Factors (LEC 3.0)
ENG MGT 5410  Industrial System Simulation (LEC 3.0)
ENG MGT 5411  Engineering Design Optimization (LEC 3.0)
